family,genus,species,Long,Lat
Orchidaceae,Vanilla,Vanilla palmarum,-38.007561,-9.234675
Orchidaceae,Catasetum,Catasetum uncatum,-37.008225,-8.309239
Orchidaceae,Vanilla,Vanilla palmarum,-37.901508,-8.604258
Orchidaceae,Gomesa,Gomesa blanchetii,-40.513056,-11.244444
Orchidaceae,Oncidium,NA,-37.387139,-7.253917
Orchidaceae,Stelis,Stelis oligantha,-36.776042,-9.833333
Orchidaceae,Prescottia,Prescottia stachyodes,-38.905944,-4.206083
Orchidaceae,Cyrtopodium,Cyrtopodium holstii,-38.868056,-4.165722
Orchidaceae,Ornithocephalus,Ornithocephalus cujeticola,-38.905944,-4.206083
Orchidaceae,Pabstiella,Pabstiella trifida,-38.905833,-4.206083
Orchidaceae,Oncidium,NA,-41.904056,-13.291167
Orchidaceae,Bulbophyllum,Bulbophyllum micropetaliforme,-41.909083,-13.287222
Orchidaceae,Epidendrum,Epidendrum secundum,-41.5,-12.75
Orchidaceae,Habenaria,Habenaria parviflora,-41.833333,-13.566667
Orchidaceae,Aspidogyne,NA,-41.884167,-13.368611
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-40.905278,-11.91
Orchidaceae,Eulophia,Eulophia maculata,-40.905833,-11.907778
Orchidaceae,Epidendrum,Epidendrum denticulatum,-41.4714,-12.4578
Orchidaceae,Habenaria,NA,-41.8,-13.5833
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-37.556481,-9.285186
Orchidaceae,Sarcoglottis,Sarcoglottis grandiflora,-37.573997,-9.285186
Orchidaceae,Cyrtopodium,Cyrtopodium holstii,-37.573997,-9.285186
Orchidaceae,Cleistes,Cleistes exilis,-41.43483,-12.46617
Orchidaceae,Acianthera,Acianthera ochreata,-41.3189,-12.9658
Orchidaceae,Cattleya,Cattleya elongata,-41.3706394,-13.0092667
Orchidaceae,Cyrtopodium,Cyrtopodium pallidum,-40.5180838,-11.1844226
Orchidaceae,Cranichis,Cranichis candida,-38.5708,-8.6
Orchidaceae,Epistephium,Epistephium williamsii,-41.92,-13.53
Orchidaceae,Gomesa,Gomesa hydrophila,-41.9,-13.25
Orchidaceae,Bifrenaria,Bifrenaria aureofulva,-41.9,-13.25
Orchidaceae,Prescottia,Prescottia plantaginea,-38.1526319,-7.8243335
Orchidaceae,Epistephium,Epistephium williamsii,-41.88,-13.27
Orchidaceae,Brassavola,Brassavola ceboletta,-39.33,-10.45
Orchidaceae,Cleistes,Cleistes ionoglossa,-41.42,-13.67
Orchidaceae,Pleurothallis,NA,-41.5589516,-12.5328554
Orchidaceae,Habenaria,Habenaria nuda,-41.1558252,-11.5539318
Orchidaceae,Stelis,Stelis montserratii,-41.9,-13.27
Orchidaceae,Cyrtopodium,Cyrtopodium saintlegerianum,-40.950812,-13.2894733
Orchidaceae,Cattleya,Cattleya elongata,-41.1558252,-11.5539318
Orchidaceae,Acianthera,Acianthera ochreata,-41.1558252,-11.5539318
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-41.1558252,-11.5539318
Orchidaceae,Prosthechea,Prosthechea moojenii,-41.48,-12.6
Orchidaceae,Cleistes,NA,-41.9,-13.25
Orchidaceae,Prosthechea,Prosthechea bulbosa,-41.27,-13.7
Orchidaceae,Epidendrum,Epidendrum secundum,-41.8114684,-13.5828799
Orchidaceae,Encyclia,Encyclia diurna,-41.3897406,-12.5669562
Orchidaceae,NA,NA,-40.1911,-13.942033
Orchidaceae,Dichaea,Dichaea cogniauxiana,-40.5372,-12.2478
Orchidaceae,Stelis,Stelis montserratii,-41.92,-13.25
Orchidaceae,Cattleya,Cattleya velutina,-41.3706394,-13.0092667
Orchidaceae,NA,NA,-40.5180838,-11.1844226
Orchidaceae,Encyclia,Encyclia dichroma,-39.8588406,-12.8736634
Orchidaceae,Gomesa,Gomesa gravesiana,-41.95,-13.3
Orchidaceae,Prosthechea,Prosthechea faresiana,-41.1558252,-11.5539318
Orchidaceae,Habenaria,Habenaria gracilis,-41.1558252,-11.5539318
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.1558252,-11.5539318
Orchidaceae,Acianthera,Acianthera ochreata,-41.001517,-11.625
Orchidaceae,Catasetum,Catasetum barbatum,-40.0457536,-7.2163169
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-40.5180838,-11.1844226
Orchidaceae,Habenaria,Habenaria johannensis,-41.85,-13.28
Orchidaceae,Epidendrum,NA,-41.8,-13.3
Orchidaceae,Epidendrum,Epidendrum ellipticum,-41.1558252,-11.5539318
Orchidaceae,Encyclia,Encyclia alboxanthina,-40.5180838,-11.1844226
Orchidaceae,Cattleya,NA,-40.5305845,-13.0069667
Orchidaceae,Habenaria,Habenaria magdalenensis,-41.1558252,-11.5539318
Orchidaceae,Acianthera,Acianthera teres,-41.1558252,-11.5539318
Orchidaceae,Cyrtopodium,Cyrtopodium punctatum,-41.82,-13.3
Orchidaceae,Prosthechea,Prosthechea caetensis,-41.85,-13.38
Orchidaceae,Acianthera,Acianthera teres,-40.5180838,-11.1844226
Orchidaceae,Gomesa,Gomesa hydrophila,-41.87,-13.33
Orchidaceae,Prosthechea,Prosthechea moojenii,-41.3189,-12.9658
Orchidaceae,Gomesa,Gomesa imperatoris-maximiliani,-41.9,-13.25
Orchidaceae,Erycina,Erycina pusilla,-40.5180838,-11.1844226
Orchidaceae,Habenaria,Habenaria edwallii,-41.1558252,-11.5539318
Orchidaceae,Epistephium,Epistephium williamsii,-41.78,-13.15
Orchidaceae,Habenaria,Habenaria hamata,-41.3897406,-12.5669562
Orchidaceae,Habenaria,NA,-38.5708,-8.6
Orchidaceae,Sobralia,Sobralia rondonii,-41.03,-11.63
Orchidaceae,Gomesa,Gomesa blanchetii,-41.92,-13.25
Orchidaceae,Cleistes,Cleistes exilis,-41.95,-13.5189
Orchidaceae,Habenaria,Habenaria armata,-41.5589516,-12.5328554
Orchidaceae,Epistephium,Epistephium williamsii,-41.88,-13.57
Orchidaceae,NA,NA,-40.191133,-13.942033
Orchidaceae,Peristylus,Peristylus whistleri,-41.95,-13.55
Orchidaceae,Epistephium,Epistephium williamsii,-41.9,-13.25
Orchidaceae,Prosthechea,Prosthechea vespa,-41.1558252,-11.5539318
Orchidaceae,Gomesa,Gomesa blanchetii,-41.77805,-12.21875
Orchidaceae,Epistephium,Epistephium williamsii,-41.35,-13.02
Orchidaceae,Epistephium,Epistephium williamsii,-41.1558252,-11.5539318
Orchidaceae,Cattleya,Cattleya elongata,-41.120483,-11.915867
Orchidaceae,Thelyschista,Thelyschista ghillanyi,-41.3706394,-13.0092667
Orchidaceae,Cattleya,Cattleya elongata,-41.5589516,-12.5328554
Orchidaceae,Trichocentrum,Trichocentrum sprucei,-38.705192,-6.642431
Orchidaceae,Bulbophyllum,Bulbophyllum ipanemense,-41.7728657,-13.15557
Orchidaceae,Epistephium,Epistephium williamsii,-41.32,-12.87
Orchidaceae,Cattleya,Cattleya elongata,-41.001517,-11.625
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.5589516,-12.5328554
Orchidaceae,Cattleya,Cattleya elongata,-41.7703654,-12.4222527
Orchidaceae,Habenaria,Habenaria nuda,-41.900556,-13.901111
Orchidaceae,Habenaria,Habenaria meeana,-41.959444,-13.956944
Orchidaceae,Epidendrum,NA,-42.014444,-11.883889
Orchidaceae,Cyrtopodium,Cyrtopodium gigas,-40.32,-10.663333
Orchidaceae,Encyclia,Encyclia oncidioides,-40.52,-11.18
Orchidaceae,Cattleya,Cattleya luetzelburgii,-41.266667,-11.916667
Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,-41.273056,-11.496111
Orchidaceae,Rodriguezia,Rodriguezia bahiensis,-38.716667,-3.9
Orchidaceae,Cattleya,Cattleya luetzelburgii,-41.65,-12.933333
Orchidaceae,Cattleya,NA,-41.808056,-13.155833
Orchidaceae,Sobralia,Sobralia liliastrum,-36,-8
Orchidaceae,Catasetum,Catasetum purum,-40.135611,-10.231222
Orchidaceae,Habenaria,Habenaria ciliatisepala,-41.9605,-13.523556
Orchidaceae,Epidendrum,Epidendrum secundum,-38.201944,-9.166667
Orchidaceae,Prescottia,Prescottia plantaginifolia,-39.25,-8.725833
Orchidaceae,Prescottia,Prescottia plantaginifolia,-38.083333,-8.368611
Orchidaceae,Catasetum,Catasetum barbatum,-38.618611,-6.6425
Orchidaceae,Leochilus,Leochilus labiatus,-38.970583,-4.20675
Orchidaceae,Encyclia,Encyclia dichroma,-42,-11
Orchidaceae,Encyclia,Encyclia jenischiana,-39.706111,-12.710556
Orchidaceae,Cyrtopodium,Cyrtopodium saintlegerianum,-39.706111,-12.710556
Orchidaceae,Aspidogyne,Aspidogyne foliosa,-35.514444,-7.515278
Orchidaceae,Epidendrum,NA,-40.496944,-11.485278
Orchidaceae,NA,NA,-41.48611,-14.6
Orchidaceae,Campylocentrum,NA,-41.8,-13.3
Orchidaceae,Campylocentrum,Campylocentrum robustum,-39.775,-10.922222
Orchidaceae,Acianthera,NA,-41.090453,-13.325917
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-35.8375,-8.334722
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-36.409167,-8.201667
Orchidaceae,Habenaria,Habenaria glaucophylla,-38.025528,-8.655056
Orchidaceae,Trichocentrum,Trichocentrum caatingaense,-35.686111,-7.017222
Orchidaceae,Pseudolaelia,Pseudolaelia vellozicola,-42.531389,-14.279167
Orchidaceae,Cattleya,Cattleya elongata,-41.266699,-12.840867
Orchidaceae,Oncidium,NA,-40.535278,-12.538333
Orchidaceae,Encyclia,Encyclia dichroma,-39.488889,-12.495833
Orchidaceae,Microchilus,Microchilus lamprophyllus,-39.475556,-12.480833
Orchidaceae,Oncidium,NA,-39.475556,-12.47
Orchidaceae,Cattleya,Cattleya pfisteri,-41.285,-13.283889
Orchidaceae,Encyclia,Encyclia jenischiana,-39.958611,-11.655
Orchidaceae,Habenaria,Habenaria trifida,-36.576311,-9.4848
Orchidaceae,Epidendrum,Epidendrum secundum,-41.059258,-13.126233
Orchidaceae,Catasetum,NA,-37.594436,-10.225925
Orchidaceae,Eulophia,Eulophia maculata,-37.594436,-10.225925
Orchidaceae,Cattleya,Cattleya labiata,-37.594436,-10.225925
Orchidaceae,Cyrtopodium,NA,-37.594436,-10.225925
Orchidaceae,Encyclia,Encyclia advena,-36.572231,-9.526475
Orchidaceae,Dichaea,Dichaea panamensis,-36.572231,-9.526475
Orchidaceae,Campylocentrum,Campylocentrum pachyrrhizum,-36.572231,-9.526475
Orchidaceae,Catasetum,NA,-41.688772,-13.499992
Orchidaceae,Vanilla,Vanilla palmarum,-41.688772,-13.499992
Orchidaceae,Epidendrum,Epidendrum macrocarpum,-36.966436,-9.873689
Orchidaceae,Elleanthus,Elleanthus linifolius,-36.504861,-9.402825
Orchidaceae,Prosthechea,Prosthechea fragrans,-37.058728,-9.683628
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-36.572222,-9.526475
Orchidaceae,Epidendrum,Epidendrum ramosum,-36.572231,-9.526475
Orchidaceae,Catasetum,Catasetum uncatum,-37.058728,-9.683628
Orchidaceae,Vanilla,Vanilla palmarum,-36.572231,-9.526475
Orchidaceae,Sarcoglottis,Sarcoglottis grandiflora,-37.457153,-10.273733
Orchidaceae,Epidendrum,Epidendrum strobiliferum,-37.457153,-9.905942
Orchidaceae,Jacquiniella,Jacquiniella globosa,-36.504861,-9.402825
Orchidaceae,Maxillaria,Maxillaria splendens,-36.504861,-9.402825
Orchidaceae,Liparis,Liparis nervosa,-36.572231,-9.526475
Orchidaceae,Epidendrum,Epidendrum amblostomoides,-38.223989,-9.2074
Orchidaceae,Eulophia,Eulophia maculata,-37.496544,-9.889461
Orchidaceae,Epidendrum,Epidendrum secundum,-41.200008,-11.973472
Orchidaceae,Eulophia,Eulophia maculata,-37.456172,-10.273611
Orchidaceae,Eulophia,Eulophia maculata,-38.223989,-10.490817
Orchidaceae,Habenaria,NA,-38.223611,-10.490586
Orchidaceae,Habenaria,Habenaria bractescens,-40.905556,-11.9075
Orchidaceae,Maxillaria,Maxillaria subrepens,-36.019444,-8.410556
Orchidaceae,Acianthera,Acianthera ochreata,-36.067778,-8.353889
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-42.546389,-14.338611
Orchidaceae,Zygopetalum,NA,-41.478694,-12.612222
Orchidaceae,Habenaria,NA,-41.476722,-12.602972
Orchidaceae,Octomeria,NA,-41.472056,-12.457583
Orchidaceae,Habenaria,Habenaria fluminensis,-41.476722,-12.602972
Orchidaceae,Habenaria,NA,-41.209361,-11.590611
Orchidaceae,Habenaria,Habenaria fluminensis,-40.528361,-11.348361
Orchidaceae,Habenaria,Habenaria josephensis,-40.530139,-11.370083
Orchidaceae,Habenaria,Habenaria hamata,-40.529111,-11.375611
Orchidaceae,Habenaria,Habenaria rupicola,-41.209361,-11.590611
Orchidaceae,Habenaria,NA,-41.479194,-12.604556
Orchidaceae,Habenaria,Habenaria bractescens,-40.905889,-11.55925
Orchidaceae,Habenaria,Habenaria pubidactyla,-41.476722,-12.602972
Orchidaceae,Acianthera,Acianthera ochreata,-40.99925,-11.625778
Orchidaceae,Gomesa,NA,-41.478694,-12.612222
Orchidaceae,Habenaria,Habenaria armata,-41.480389,-12.6065
Orchidaceae,Encyclia,NA,-41.209306,-11.591111
Orchidaceae,Gomesa,Gomesa blanchetii,-41.481667,-12.606806
Orchidaceae,Habenaria,Habenaria armata,-41.479194,-12.604556
Orchidaceae,Acianthera,Acianthera prolifera,-41.465889,-12.60375
Orchidaceae,Epidendrum,Epidendrum warrasii,-41.482222,-10.330138
Orchidaceae,Eulophia,Eulophia maculata,-39.393611,-7.316083
Orchidaceae,Catasetum,Catasetum hookeri,-40,-11.366667
Orchidaceae,Trichocentrum,Trichocentrum cebolleta,-35.6862,-7.0173
Orchidaceae,Thelyschista,Thelyschista ghillanyi,-41.38,-13
Orchidaceae,Cyrtopodium,NA,-41.330833,-11.326667
Orchidaceae,NA,NA,-41.946111,-13.949167
Orchidaceae,Epidendrum,Epidendrum avicula,-39.058111,-4.42075
Orchidaceae,Vanilla,Vanilla palmarum,-36.406111,-8.41
Orchidaceae,NA,NA,-36.406111,-8.41
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-40.751556,-13.8875
Orchidaceae,Cyclopogon,Cyclopogon eldorado,-39.683333,-12.2
Orchidaceae,Rodriguezia,Rodriguezia decora,-37.8788,-7.63741
Orchidaceae,Phymatidium,Phymatidium delicatulum,-39.3263,-7.18567
Orchidaceae,Phymatidium,Phymatidium delicatulum,-39.9,-6.2
Orchidaceae,Polystachya,Polystachya paulensis,-40.9181,-8.88015
Orchidaceae,Cleistes,Cleistes mantiqueirae,-37.7833,-5.88333
Orchidaceae,Prescottia,Prescottia densiflora,-37.9044,-7.5947
Orchidaceae,Cyrtopodium,NA,-40.905833,-11.907778
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-40.905833,-11.907778
Orchidaceae,Gomesa,Gomesa barbaceniae,-37.7833,-5.88333
Orchidaceae,Trichocentrum,Trichocentrum pumilum,-42.5343,-6.65413
Orchidaceae,Maxillaria,Maxillaria subrepens,-36.019167,-8.410556
Orchidaceae,Epidendrum,Epidendrum cinnabarinum,-36.932067,-10.052769
Orchidaceae,Sobralia,Sobralia liliastrum,-36.447217,-9.080578
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-36.932067,-10.052769
Orchidaceae,Catasetum,NA,-38.410494,-9.885956
Orchidaceae,Catasetum,NA,-37.9575,-9.27
Orchidaceae,Eulophia,Eulophia maculata,-36.680408,-9.420822
Orchidaceae,Epidendrum,Epidendrum flammeum,-36.504861,-9.402825
Orchidaceae,Trichocentrum,Trichocentrum cebolleta,-37.893889,-9.312222
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-38.5302,-9.450386
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-37.893889,-9.312222
Orchidaceae,Catasetum,Catasetum uncatum,-37.893889,-9.312222
Orchidaceae,Sobralia,Sobralia liliastrum,-36.575828,-9.518528
Orchidaceae,Aspidogyne,Aspidogyne foliosa,-36.489636,-9.394228
Orchidaceae,Aspidogyne,Aspidogyne foliosa,-36.572067,-9.526233
Orchidaceae,Trichocentrum,Trichocentrum pumilum,-36.574383,-9.526233
Orchidaceae,Polystachya,Polystachya foliosa,-36.574383,-9.526233
Orchidaceae,Maxillaria,Maxillaria discolor,-36.489636,-9.394228
Orchidaceae,Epidendrum,Epidendrum carpophorum,-36.489636,-9.394228
Orchidaceae,Encyclia,Encyclia advena,-36.575828,-9.518528
Orchidaceae,Vanilla,Vanilla planifolia,-36.572067,-9.526233
Orchidaceae,Prosthechea,Prosthechea fragrans,-36.572067,-9.526233
Orchidaceae,Epidendrum,Epidendrum hassleri,-36.575828,-9.518528
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-36.575828,-9.518528
Orchidaceae,Zygostates,Zygostates bradei,-36.572067,-9.526233
Orchidaceae,Maxillaria,Maxillaria parviflora,-36.575828,-9.518528
Orchidaceae,Cattleya,Cattleya labiata,-36.786389,-9.541361
Orchidaceae,Eulophia,Eulophia maculata,-37.191614,-9.741172
Orchidaceae,Liparis,Liparis nervosa,-37.194414,-9.735625
Orchidaceae,Epidendrum,Epidendrum hassleri,-37.202239,-9.670347
Orchidaceae,Encyclia,Encyclia advena,-37.317747,-9.903858
Orchidaceae,Brassavola,Brassavola tuberculata,-38.566944,-9.435639
Orchidaceae,Gomesa,Gomesa recurva,-36.504861,-9.402825
Orchidaceae,Gomesa,Gomesa recurva,-36.721311,-9.388897
Orchidaceae,Trichocentrum,Trichocentrum cepula,-37.418211,-9.541133
Orchidaceae,Isochilus,Isochilus linearis,-36.721311,-9.388897
Orchidaceae,Trichocentrum,Trichocentrum fuscum,-36.721311,-9.388897
Orchidaceae,Polystachya,Polystachya concreta,-36.572231,-9.526475
Orchidaceae,Maxillaria,Maxillaria parviflora,-36.721311,-9.388897
Orchidaceae,Scaphyglottis,Scaphyglottis sickii,-36.572231,-9.526475
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-36.572231,-9.526475
Orchidaceae,Epidendrum,Epidendrum pseudodifforme,-36.572231,-9.526475
Orchidaceae,Sanderella,Sanderella discolor,-36.721311,-9.388897
Orchidaceae,Aspidogyne,Aspidogyne foliosa,-36.572231,-9.526475
Orchidaceae,Zygostates,Zygostates bradei,-36.572231,-9.526475
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-36.572231,-9.526475
Orchidaceae,Gomesa,Gomesa barbata,-36.572231,-9.526475
Orchidaceae,Dimerandra,Dimerandra emarginata,-36.572231,-9.526475
Orchidaceae,Epidendrum,Epidendrum carpophorum,-36.572231,-9.526475
Orchidaceae,Habenaria,Habenaria hamata,-37.510842,-9.516644
Orchidaceae,Polystachya,Polystachya concreta,-37.510842,-9.516644
Orchidaceae,Habenaria,Habenaria cryptophila,-37.510842,-9.516644
Orchidaceae,Cranichis,Cranichis candida,-37.510842,-9.516644
Orchidaceae,Maxillaria,Maxillaria ochroleuca,-36.511936,-9.101728
Orchidaceae,Liparis,Liparis nervosa,-36.511936,-9.101728
Orchidaceae,Scaphyglottis,Scaphyglottis emarginata,-36.572231,-9.526481
Orchidaceae,Jacquiniella,Jacquiniella globosa,-36.572231,-9.526481
Orchidaceae,Jacquiniella,Jacquiniella globosa,-36.511936,-9.101728
Orchidaceae,Aspidogyne,NA,-36.511936,-9.101728
Orchidaceae,Epidendrum,Epidendrum pseudodifforme,-36.721311,-9.388897
Orchidaceae,Encyclia,Encyclia advena,-36.721311,-9.388897
Orchidaceae,Catasetum,NA,-36.721311,-9.388897
Orchidaceae,Notylia,Notylia inversa,-36.721311,-9.388897
Orchidaceae,Gongora,NA,-36.504861,-9.402825
Orchidaceae,Aspidogyne,Aspidogyne foliosa,-36.504861,-9.402825
Orchidaceae,Prescottia,Prescottia oligantha,-36.721311,-9.388897
Orchidaceae,Zygostates,Zygostates kuhlmannii,-36.786389,-9.541361
Orchidaceae,Zygostates,Zygostates kuhlmannii,-36.572231,-9.526475
Orchidaceae,Prosthechea,Prosthechea fragrans,-36.572231,-9.526475
Orchidaceae,Prosthechea,Prosthechea vespa,-36.504861,-9.402825
Orchidaceae,Polystachya,Polystachya concreta,-36.504861,-9.402825
Orchidaceae,Habenaria,Habenaria pratensis,-36.504861,-9.402825
Orchidaceae,Prescottia,Prescottia oligantha,-36.504861,-9.402825
Orchidaceae,Maxillaria,Maxillaria parviflora,-36.504861,-9.402825
Orchidaceae,Maxillaria,Maxillaria ochroleuca,-36.504861,-9.402825
Orchidaceae,Cattleya,Cattleya labiata,-36.721311,-9.388897
Orchidaceae,Prosthechea,Prosthechea pygmaea,-36.721311,-9.388897
Orchidaceae,Prosthechea,Prosthechea alagoensis,-36.721311,-9.388897
Orchidaceae,Epidendrum,Epidendrum flammeum,-36.721311,-9.388897
Orchidaceae,Habenaria,Habenaria cryptophila,-36.721311,-9.388897
Orchidaceae,Eulophia,Eulophia maculata,-36.721311,-9.388897
Orchidaceae,Vanilla,Vanilla chamissonis,-36.721311,-9.388897
Orchidaceae,Dichaea,Dichaea panamensis,-36.721311,-9.388897
Orchidaceae,Liparis,Liparis nervosa,-36.721311,-9.388897
Orchidaceae,Polystachya,Polystachya concreta,-36.721311,-9.388897
Orchidaceae,Scaphyglottis,Scaphyglottis sickii,-36.721311,-9.388897
Orchidaceae,Prescottia,Prescottia stachyodes,-36.721311,-9.388897
Orchidaceae,Habenaria,Habenaria petalodes,-36.721311,-9.388897
Orchidaceae,Habenaria,Habenaria pratensis,-36.721311,-9.388897
Orchidaceae,Epidendrum,Epidendrum avicula,-36.721311,-9.388897
Orchidaceae,Habenaria,Habenaria petalodes,-37.594436,-10.225925
Orchidaceae,Sobralia,Sobralia liliastrum,-37.594436,-10.225925
Orchidaceae,Habenaria,NA,-37.594436,-10.225925
Orchidaceae,Discyphus,Discyphus scopulariae,-36.966203,-9.873919
Orchidaceae,Eulophia,Eulophia maculata,-36.572231,-9.526475
Orchidaceae,Sarcoglottis,Sarcoglottis schwackei,-38.136744,-9.468572
Orchidaceae,Sacoila,Sacoila lanceolata,-36.859483,-10.045017
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-36.859483,-10.045017
Orchidaceae,Epidendrum,Epidendrum cinnabarinum,-36.859483,-10.045017
Orchidaceae,Habenaria,NA,-38.223989,-10.490817
Orchidaceae,Maxillaria,Maxillaria subrepens,-37.058728,-9.683628
Orchidaceae,Encyclia,Encyclia oncidioides,-37.058728,-9.683628
Orchidaceae,Polystachya,Polystachya concreta,-37.058728,-9.683628
Orchidaceae,Eulophia,Eulophia maculata,-37.058728,-9.683628
Orchidaceae,Prescottia,Prescottia phleoides,-37.423203,-9.617808
Orchidaceae,Prescottia,Prescottia plantaginifolia,-37.423203,-9.617808
Orchidaceae,Prescottia,Prescottia stachyodes,-36.500281,-9.431333
Orchidaceae,Habenaria,Habenaria petalodes,-38.566944,-9.435639
Orchidaceae,Gomesa,Gomesa barbata,-37.893889,-9.312222
Orchidaceae,Vanilla,Vanilla palmarum,-38.257222,-9.370528
Orchidaceae,Mesadenella,Mesadenella cuspidata,-36.575828,-9.518528
Orchidaceae,Gomesa,Gomesa barbata,-37.423203,-9.617808
Orchidaceae,Catasetum,Catasetum uncatum,-37.423203,-9.617808
Orchidaceae,Eulophia,Eulophia maculata,-37.423203,-9.617808
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-37.423203,-9.617808
Orchidaceae,Eulophia,Eulophia maculata,-36.772431,-9.497014
Orchidaceae,Vanilla,Vanilla palmarum,-37.423203,-9.617808
Orchidaceae,Mesadenella,Mesadenella cuspidata,-36.772431,-9.497014
Orchidaceae,Epidendrum,Epidendrum cinnabarinum,-36.772431,-9.497014
Orchidaceae,Habenaria,Habenaria cryptophila,-37.423203,-9.617808
Orchidaceae,Polystachya,Polystachya concreta,-36.772431,-9.497014
Orchidaceae,Habenaria,Habenaria petalodes,-36.772431,-9.497014
Orchidaceae,Habenaria,Habenaria trifida,-36.772431,-9.497014
Orchidaceae,Cattleya,Cattleya labiata,-36.772431,-9.497014
Orchidaceae,Maxillaria,Maxillaria parviflora,-36.772431,-9.497014
Orchidaceae,Liparis,Liparis nervosa,-36.772378,-9.497014
Orchidaceae,Habenaria,Habenaria cryptophila,-36.572231,-9.526475
Orchidaceae,Scaphyglottis,Scaphyglottis prolifera,-36.772431,-9.497014
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-36.772431,-9.497014
Orchidaceae,Trichocentrum,Trichocentrum fuscum,-36.772431,-9.497014
Orchidaceae,Dichaea,Dichaea panamensis,-36.772431,-9.497014
Orchidaceae,Scaphyglottis,Scaphyglottis prolifera,-36.639522,-9.801019
Orchidaceae,Prosthechea,Prosthechea fragrans,-36.639739,-9.801019
Orchidaceae,Cattleya,Cattleya labiata,-36.639739,-9.801019
Orchidaceae,Eulophia,Eulophia maculata,-36.639739,-9.801019
Orchidaceae,Epidendrum,Epidendrum pseudodifforme,-36.639739,-9.801019
Orchidaceae,Campylocentrum,Campylocentrum micranthum,-36.639739,-9.801019
Orchidaceae,Epidendrum,Epidendrum avicula,-36.639739,-9.801019
Orchidaceae,Dimerandra,Dimerandra emarginata,-36.639739,-9.801019
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-36.639739,-9.801019
Orchidaceae,Campylocentrum,Campylocentrum pernambucense,-36.572231,-9.526467
Orchidaceae,Acianthera,Acianthera glumacea,-36.572231,-9.526475
Orchidaceae,Gongora,Gongora quinquenervis,-36.572231,-9.526475
Orchidaceae,Scaphyglottis,Scaphyglottis sickii,-36.906883,-9.10335
Orchidaceae,Eulophia,Eulophia maculata,-38.487631,-9.446836
Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,-38.223989,-9.2074
Orchidaceae,Vanilla,Vanilla palmarum,-38.5302,-9.450386
Orchidaceae,Eulophia,Eulophia maculata,-38.136744,-9.468572
Orchidaceae,Catasetum,Catasetum uncatum,-38.5302,-9.450386
Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,-38.5302,-9.450386
Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,-38.136744,-9.468572
Orchidaceae,Catasetum,Catasetum uncatum,-38.136744,-9.468572
Orchidaceae,Mesadenella,Mesadenella cuspidata,-36.572231,-9.526475
Orchidaceae,Epidendrum,Epidendrum rigidum,-36.572231,-9.526475
Orchidaceae,Catasetum,Catasetum uncatum,-38.487631,-9.446836
Orchidaceae,Epidendrum,Epidendrum hassleri,-36.572231,-9.526475
Orchidaceae,Brassavola,Brassavola tuberculata,-38.821211,-9.752331
Orchidaceae,Cattleya,Cattleya labiata,-37.058728,-9.683628
Orchidaceae,Brassavola,Brassavola tuberculata,-37.058728,-9.683628
Orchidaceae,Scaphyglottis,Scaphyglottis emarginata,-36.572231,-9.526475
Orchidaceae,Myoxanthus,Myoxanthus exasperatus,-36.956203,-9.526475
Orchidaceae,Notylia,Notylia inversa,-36.572231,-9.526475
Orchidaceae,Vanilla,Vanilla palmarum,-37.893889,-9.312222
Orchidaceae,Habenaria,Habenaria petalodes,-37.893889,-9.312222
Orchidaceae,Epistephium,Epistephium williamsii,-41.619939,-13.024522
Orchidaceae,Gomesa,Gomesa barbata,-37.058489,-9.682869
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-37.058489,-9.682869
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-36.572067,-9.526233
Orchidaceae,Liparis,Liparis nervosa,-36.572067,-9.526233
Orchidaceae,Dichaea,Dichaea panamensis,-36.572067,-9.526233
Orchidaceae,Catasetum,Catasetum macrocarpum,-36.572067,-9.518519
