family,genus,species,Long,Lat
Orchidaceae,Vanilla,Vanilla palmarum,-40.133333,-10.85
Orchidaceae,Vanilla,Vanilla palmarum,-39.316667,-10.433333
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.3,-12.25
Orchidaceae,Encyclia,Encyclia alboxanthina,-42.133333,-12.883333
Orchidaceae,Encyclia,Encyclia alboxanthina,-40.407778,-10.943333
Orchidaceae,Encyclia,Encyclia alboxanthina,-40.507222,-11.195833
Orchidaceae,Koellensteinia,Koellensteinia florida,-38.9975,-11.2425
Orchidaceae,Paradisanthus,Paradisanthus bahiensis,-41.45,-12.45
Orchidaceae,Sobralia,Sobralia sessilis,-41.001389,-11.635833
Orchidaceae,Sobralia,Sobralia sessilis,-40.483333,-12.283333
Orchidaceae,Epidendrum,Epidendrum secundum,-40.483333,-11.166667
Orchidaceae,Epidendrum,Epidendrum secundum,-41.470833,-12.455556
Orchidaceae,Epidendrum,Epidendrum secundum,-41.433333,-12.45
Orchidaceae,Vanilla,Vanilla palmarum,-40.093889,-11.998056
Orchidaceae,Trichocentrum,Trichocentrum cepula,-41.013889,-11.6775
Orchidaceae,Stelis,Stelis montserratii,-40.483333,-12.283333
Orchidaceae,Stelis,Stelis montserratii,-41.471111,-12.456389
Orchidaceae,Stelis,Stelis montserratii,-41.211667,-11.5975
Orchidaceae,Thelyschista,Thelyschista ghillanyi,-41.4175,-12.569722
Orchidaceae,Epidendrum,Epidendrum secundum,-41.466667,-12.933333
Orchidaceae,Vanilla,NA,-41.283333,-13.4
Orchidaceae,Vanilla,Vanilla palmarum,-40.116667,-11.4
Orchidaceae,Cyrtopodium,Cyrtopodium saintlegerianum,-40.698333,-11.258056
Orchidaceae,Cyrtopodium,Cyrtopodium holstii,-40.133333,-10.85
Orchidaceae,Sobralia,Sobralia sessilis,-40.3,-12.516667
Orchidaceae,Eltroplectris,Eltroplectris calcarata,-41.383333,-12.566667
Orchidaceae,Sobralia,Sobralia sessilis,-40.536111,-11.396944
Orchidaceae,Sobralia,Sobralia liliastrum,-41.344167,-12.8025
Orchidaceae,Sobralia,Sobralia liliastrum,-41.42,-12.462222
Orchidaceae,Sobralia,Sobralia liliastrum,-41.416667,-12.45
Orchidaceae,Cyrtopodium,NA,-41.344444,-12.801667
Orchidaceae,Cyrtopodium,NA,-41.344167,-12.986667
Orchidaceae,Catasetum,NA,-39.616667,-11.6
Orchidaceae,Cattleya,Cattleya elongata,-41.446667,-12.463889
Orchidaceae,Cattleya,Cattleya elongata,-41.45,-12.466667
Orchidaceae,Cattleya,Cattleya elongata,-41.418333,-12.575833
Orchidaceae,Gomesa,Gomesa sincorana,-41.295556,-13.307778
Orchidaceae,Gomesa,Gomesa flexuosa,-40.3,-12.516667
Orchidaceae,Gomesa,Gomesa ramosa,-41.383333,-12.566667
Orchidaceae,Gomesa,Gomesa ramosa,-41.366667,-13
Orchidaceae,Gomesa,Gomesa sincorana,-41.515833,-12.760556
Orchidaceae,Gomesa,Gomesa ramosa,-40.695278,-11.239444
Orchidaceae,Campylocentrum,NA,-41.416667,-12.45
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-41.45,-12.45
Orchidaceae,Bulbophyllum,NA,-40.701389,-11.243889
Orchidaceae,Cattleya,NA,-40.701944,-11.250833
Orchidaceae,Cattleya,Cattleya luetzelburgii,-41.883333,-13.383333
Orchidaceae,Cattleya,Cattleya luetzelburgii,-42.256389,-13.758611
Orchidaceae,Cattleya,Cattleya elongata,-41.366667,-13
Orchidaceae,Cattleya,Cattleya elongata,-41.15,-11.55
Orchidaceae,Vanilla,Vanilla palmarum,-39.9775,-11.543889
Orchidaceae,Cleistes,Cleistes moritzii,-41.383333,-12.55
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-41.001389,-11.635833
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-40.7025,-11.254444
Orchidaceae,Bulbophyllum,NA,-41.873333,-13.459167
Orchidaceae,Bulbophyllum,Bulbophyllum mentosum,-41.75,-13.233333
Orchidaceae,Bulbophyllum,Bulbophyllum manarae,-38.066667,-11.55
Orchidaceae,Cyrtopodium,Cyrtopodium cipoense,-41.45,-12.466667
Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,-41.45,-12.45
Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,-41.45,-12.466667
Orchidaceae,Cleistes,Cleistes moritzii,-41.904444,-13.0775
Orchidaceae,Cleistes,Cleistes moritzii,-40.493889,-11.150833
Orchidaceae,Cleistes,NA,-42.522778,-14.534722
Orchidaceae,Cleistes,NA,-41.454167,-12.466944
Orchidaceae,Cleistes,NA,-41.4075,-12.95
Orchidaceae,Encyclia,NA,-38.216667,-9.4
Orchidaceae,Encyclia,Encyclia oncidioides,-41.333333,-12.7
Orchidaceae,Encyclia,Encyclia jenischiana,-39.733333,-12.15
Orchidaceae,Encyclia,Encyclia jenischiana,-39.616667,-12.2
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.15,-11.55
Orchidaceae,Encyclia,Encyclia alboxanthina,-38.066667,-11.55
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.31,-12.851389
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.474444,-12.604167
Orchidaceae,Cattleya,Cattleya luetzelburgii,-41.366667,-13
Orchidaceae,Cattleya,Cattleya elongata,-41.316667,-12.8
Orchidaceae,Cattleya,Cattleya elongata,-41.001111,-11.628056
Orchidaceae,Cattleya,Cattleya elongata,-40.999722,-11.625833
Orchidaceae,Epidendrum,Epidendrum nocturnum,-41.383333,-12.566667
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.341944,-12.992778
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.421111,-12.461389
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.766111,-13.149167
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.338611,-12.803333
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.15,-11.551111
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.45,-12.466667
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.345278,-13.001389
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-40.695278,-11.239444
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.15,-11.55
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.016389,-11.681667
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.391389,-13.000278
Orchidaceae,Acianthera,Acianthera prolifera,-41.416667,-12.45
Orchidaceae,Acianthera,Acianthera ochreata,-41.333333,-13
Orchidaceae,Acianthera,Acianthera ochreata,-41.002222,-11.638611
Orchidaceae,Acianthera,Acianthera ochreata,-41.2075,-11.591111
Orchidaceae,Acianthera,Acianthera ochreata,-40.701389,-11.243889
Orchidaceae,Acianthera,Acianthera ochreata,-41.206944,-11.590556
Orchidaceae,Acianthera,Acianthera ochreata,-41.2075,-11.591667
Orchidaceae,Catasetum,Catasetum luridum,-38.216667,-9.4
Orchidaceae,Catasetum,NA,-39.683333,-12.7
Orchidaceae,Catasetum,Catasetum luridum,-41.283889,-12.241111
Orchidaceae,Epistephium,Epistephium williamsii,-42.35,-13.983333
Orchidaceae,Sobralia,Sobralia sessilis,-41.62,-13.024167
Orchidaceae,Gomesa,Gomesa sincorana,-41.808056,-13.155833
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.62,-13.024167
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-41.45,-12.466667
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-41.316667,-12.65
Orchidaceae,Sobralia,Sobralia liliastrum,-41.404359,-12.56237
Orchidaceae,Prescottia,Prescottia leptostachya,-42.39139,-9.96639
Orchidaceae,Vanilla,Vanilla palmarum,-40.3,-12.51667
Orchidaceae,Habenaria,Habenaria repens,-41.38111,-13.00139
Orchidaceae,Cyclopogon,NA,-38.704444,-3.888055
Orchidaceae,Vanilla,Vanilla palmarum,-39.93375,-11.406825
Orchidaceae,Sacoila,NA,-41.35,-12.98
Orchidaceae,Octomeria,NA,-41.35,-12.98
Orchidaceae,Acianthera,Acianthera ochreata,-41.208177,-11.591868
Orchidaceae,Catasetum,NA,-41.390556,-13.386944
Orchidaceae,Epidendrum,NA,-41.390556,-13.386944
Orchidaceae,Wullschlaegelia,Wullschlaegelia aphylla,-35.722222,-8.033333
Orchidaceae,Gomesa,Gomesa gravesiana,-40.131944,-4.781944
Orchidaceae,Cyrtopodium,Cyrtopodium holstii,-38.868056,-4.165833
Orchidaceae,Prescottia,Prescottia stachyodes,-38.905833,-4.206111
Orchidaceae,Pabstiella,Pabstiella trifida,-38.905833,-4.206111
Orchidaceae,Ornithocephalus,NA,-38.905833,-4.206111
Orchidaceae,NA,NA,-40.854444,-4.079722
Orchidaceae,Habenaria,NA,-40.4625,-3.629722
Orchidaceae,Eulophia,Eulophia maculata,-38.816667,-3.566667
Orchidaceae,Epidendrum,Epidendrum armeniacum,-38.974444,-4.209444
Orchidaceae,Gomesa,NA,-38.919444,-4.298333
Orchidaceae,Gomesa,NA,-40.984444,-3.650556
Orchidaceae,Epidendrum,Epidendrum ramosum,-38.968889,-4.206667
Orchidaceae,Epidendrum,Epidendrum patens,-38.909444,-4.268333
Orchidaceae,Maxillaria,Maxillaria imbricata,-38.968889,-4.206667
Orchidaceae,Trizeuxis,Trizeuxis falcata,-38.974444,-4.209444
Orchidaceae,Epidendrum,Epidendrum rigidum,-38.713056,-3.895278
Orchidaceae,Epidendrum,Epidendrum ramosum,-38.970556,-4.206667
Orchidaceae,Sarcoglottis,Sarcoglottis grandiflora,-38.916667,-4.235556
Orchidaceae,Epidendrum,NA,-38.970556,-4.206667
Orchidaceae,Prescottia,Prescottia stachyodes,-38.970556,-4.206667
Orchidaceae,Jacquiniella,Jacquiniella globosa,-38.970556,-4.206667
Orchidaceae,Maxillaria,Maxillaria imbricata,-38.715,-3.908056
Orchidaceae,Pleurothallis,Pleurothallis ruscifolia,-38.715,-3.908056
Orchidaceae,Elleanthus,Elleanthus brasiliensis,-38.723333,-3.904722
Orchidaceae,Maxillaria,Maxillaria imbricata,-38.721667,-3.910556
Orchidaceae,Epidendrum,Epidendrum ramosum,-38.7225,-3.909722
Orchidaceae,Jacquiniella,Jacquiniella globosa,-38.723333,-3.900278
Orchidaceae,Sarcoglottis,Sarcoglottis grandiflora,-38.815,-3.895556
Orchidaceae,Trichocentrum,Trichocentrum fuscum,-38.815,-3.895556
Orchidaceae,Epidendrum,Epidendrum rigidum,-38.815,-3.895556
Orchidaceae,Cattleya,Cattleya labiata,-38.815,-3.895556
Orchidaceae,Scaphyglottis,Scaphyglottis prolifera,-38.815,-3.895556
Orchidaceae,Epidendrum,Epidendrum ramosum,-38.721667,-3.910556
Orchidaceae,Jacquiniella,Jacquiniella globosa,-38.7225,-3.909722
Orchidaceae,Epidendrum,Epidendrum rigidum,-38.725278,-3.913333
Orchidaceae,Pabstiella,Pabstiella trifida,-38.933056,-4.297222
Orchidaceae,Pabstiella,Pabstiella trifida,-38.971111,-4.206111
Orchidaceae,Trichocentrum,Trichocentrum fuscum,-38.971111,-4.206111
Orchidaceae,Polystachya,Polystachya concreta,-38.919444,-4.298333
Orchidaceae,Prescottia,Prescottia stachyodes,-38.931944,-4.218056
Orchidaceae,Polystachya,Polystachya concreta,-38.931944,-4.218056
Orchidaceae,Polystachya,Polystachya concreta,-38.926667,-4.289444
Orchidaceae,Gongora,Gongora quinquenervis,-38.933056,-4.297222
Orchidaceae,Notylia,Notylia lyrata,-38.931944,-4.218056
Orchidaceae,Catasetum,Catasetum macrocarpum,-38.981944,-4.258889
Orchidaceae,Epidendrum,Epidendrum armeniacum,-38.971111,-4.205833
Orchidaceae,Gomesa,NA,-38.931944,-4.218056
Orchidaceae,Habenaria,Habenaria petalodes,-40.768056,-4.166667
Orchidaceae,Eulophia,Eulophia maculata,-40.913611,-3.845278
Orchidaceae,Bulbophyllum,Bulbophyllum mentosum,-41.894167,-13.08
Orchidaceae,Trizeuxis,Trizeuxis falcata,-38.973056,-4.208056
Orchidaceae,NA,NA,-38.973056,-4.208056
Orchidaceae,Epidendrum,Epidendrum ibaguense,-41.44777,-12.60277
Orchidaceae,Vanilla,Vanilla palmarum,-38.083333,-11.083333
Orchidaceae,Epistephium,Epistephium williamsii,-41.937222,-13.9375
Orchidaceae,Jacquiniella,Jacquiniella globosa,-38.722528,-3.897167
Orchidaceae,Stelis,Stelis aprica,-38.720083,-3.895
Orchidaceae,Stelis,Stelis aprica,-38.721222,-3.896194
Orchidaceae,Stelis,Stelis aprica,-38.722639,-3.897667
Orchidaceae,Stelis,Stelis aprica,-38.721194,-3.896167
Orchidaceae,Stelis,Stelis aprica,-38.721306,-3.893889
Orchidaceae,Stelis,Stelis aprica,-38.721806,-3.89425
Orchidaceae,Stelis,Stelis sclerophylla,-38.721944,-3.897194
Orchidaceae,Elleanthus,Elleanthus brasiliensis,-38.7225,-3.897194
Orchidaceae,Elleanthus,Elleanthus brasiliensis,-38.720306,-3.895139
Orchidaceae,Stelis,Stelis aprica,-38.72275,-3.897972
Orchidaceae,Maxillaria,Maxillaria leucaimata,-38.722889,-3.898
Orchidaceae,Stelis,Stelis ruprechtiana,-38.722889,-3.898083
Orchidaceae,Stelis,Stelis aprica,-38.722889,-3.898111
Orchidaceae,Stelis,Stelis aprica,-38.722861,-3.898139
Orchidaceae,Stelis,Stelis aprica,-38.721917,-3.896639
Orchidaceae,Stelis,Stelis duckei,-38.720417,-3.895028
Orchidaceae,Stelis,Stelis aprica,-38.720917,-3.894306
Orchidaceae,Stelis,Stelis duckei,-38.721556,-3.893861
Orchidaceae,Pabstiella,Pabstiella trifida,-38.721333,-3.893944
Orchidaceae,Dichaea,Dichaea pendula,-38.720508,-3.894989
Orchidaceae,Pleurothallis,Pleurothallis ruscifolia,-38.721306,-3.894028
Orchidaceae,Stelis,Stelis aprica,-38.720722,-3.894361
Orchidaceae,Pleurothallis,Pleurothallis ruscifolia,-38.721028,-3.894306
Orchidaceae,Stelis,Stelis sclerophylla,-38.720556,-3.894667
Orchidaceae,Stelis,Stelis ruprechtiana,-38.720611,-3.894167
Orchidaceae,Scaphyglottis,Scaphyglottis prolifera,-38.720167,-3.901333
Orchidaceae,Stelis,Stelis ruprechtiana,-38.722889,-3.898028
Orchidaceae,Stelis,Stelis ruprechtiana,-38.720667,-3.899944
Orchidaceae,Maxillaria,Maxillaria leucaimata,-38.721444,-3.894306
Orchidaceae,Stelis,Stelis ruprechtiana,-38.720917,-3.89425
Orchidaceae,Prosthechea,Prosthechea aemula,-38.730139,-3.887333
Orchidaceae,Prosthechea,Prosthechea aemula,-38.727583,-3.88025
Orchidaceae,Scaphyglottis,Scaphyglottis fusiformis,-38.727694,-3.880333
Orchidaceae,Prosthechea,Prosthechea aemula,-38.73525,-3.887944
Orchidaceae,Cattleya,Cattleya labiata,-38.7295,-3.896361
Orchidaceae,Scaphyglottis,Scaphyglottis prolifera,-38.732222,-3.897778
Orchidaceae,Gomesa,Gomesa barbata,-38.724858,-3.886511
Orchidaceae,Sarcoglottis,Sarcoglottis acaulis,-38.720278,-3.899722
Orchidaceae,Stelis,Stelis aprica,-38.721333,-3.894028
Orchidaceae,Prosthechea,Prosthechea fragrans,-38.727222,-3.885278
Orchidaceae,Prosthechea,Prosthechea fragrans,-38.727278,-3.885444
Orchidaceae,Epidendrum,Epidendrum rigidum,-38.724389,-3.886833
Orchidaceae,Dimerandra,Dimerandra emarginata,-38.7325,-3.897222
Orchidaceae,Epidendrum,Epidendrum rigidum,-38.731389,-3.897222
Orchidaceae,Stelis,Stelis aprica,-38.7225,-3.894444
Orchidaceae,Aspidogyne,Aspidogyne foliosa,-38.720556,-3.895556
Orchidaceae,Pabstiella,Pabstiella trifida,-38.720833,-3.899722
Orchidaceae,Scaphyglottis,Scaphyglottis prolifera,-38.7225,-3.8975
Orchidaceae,Jacquiniella,Jacquiniella globosa,-38.7225,-3.8975
Orchidaceae,Trizeuxis,Trizeuxis falcata,-38.719722,-3.902778
Orchidaceae,Epidendrum,Epidendrum ramosum,-38.722778,-3.897778
Orchidaceae,Jacquiniella,Jacquiniella globosa,-38.722778,-3.897778
Orchidaceae,Epidendrum,Epidendrum secundum,-38.722222,-3.894444
Orchidaceae,Epidendrum,Epidendrum rigidum,-38.733889,-3.896667
Orchidaceae,Pleurothallis,Pleurothallis ruscifolia,-38.720833,-3.894167
Orchidaceae,Prosthechea,Prosthechea aemula,-38.730278,-3.896667
Orchidaceae,Trizeuxis,Trizeuxis falcata,-38.724444,-3.902222
Orchidaceae,Rodriguezia,Rodriguezia bracteata,-38.718056,-3.905
Orchidaceae,Stelis,Stelis aprica,-38.720833,-3.893889
Orchidaceae,Maxillaria,Maxillaria leucaimata,-38.720278,-3.895
Orchidaceae,Stelis,Stelis aprica,-38.721389,-3.896389
Orchidaceae,Stelis,Stelis aprica,-38.720833,-3.894167
Orchidaceae,Elleanthus,Elleanthus brasiliensis,-38.722778,-3.894722
Orchidaceae,Maxillaria,Maxillaria leucaimata,-38.720833,-3.893889
Orchidaceae,Prosthechea,Prosthechea aemula,-38.734722,-3.898333
Orchidaceae,Epidendrum,Epidendrum rigidum,-38.732222,-3.898889
Orchidaceae,Prosthechea,Prosthechea aemula,-38.732222,-3.897778
Orchidaceae,Stelis,Stelis aprica,-38.722556,-3.897167
Orchidaceae,Stelis,Stelis aprica,-38.722111,-3.896667
Orchidaceae,Stelis,Stelis ruprechtiana,-38.722556,-3.897222
Orchidaceae,Stelis,Stelis ruprechtiana,-38.722639,-3.894667
Orchidaceae,Habenaria,Habenaria schenckii,-37.5919,-8.41167
Orchidaceae,Gomesa,Gomesa barbata,-35.998524,-5.759156
Orchidaceae,Brassavola,Brassavola tuberculata,-35.998524,-5.759156
Orchidaceae,Vanilla,Vanilla palmarum,-38.567886,-10.697463
Orchidaceae,Vanilla,Vanilla palmarum,-39.191389,-11.475278
Orchidaceae,Epidendrum,Epidendrum anatipedium,-38.716667,-3.883333
Orchidaceae,Epidendrum,NA,-41.326111,-12.941389
Orchidaceae,Cyrtopodium,Cyrtopodium eugenii,-41.439232,-12.593298
Orchidaceae,Cyrtopodium,Cyrtopodium holstii,-41.089465,-13.942829
Orchidaceae,Habenaria,Habenaria pseudohamata,-41.461408,-12.601848
Orchidaceae,Acianthera,Acianthera teres,-41.273056,-11.496111
Orchidaceae,Acianthera,Acianthera ochreata,-41.473068,-12.455664
Orchidaceae,Acianthera,Acianthera ochreata,-41.052292,-13.277141
Orchidaceae,Cyrtopodium,Cyrtopodium holstii,-41.292419,-13.137157
Orchidaceae,Acianthera,Acianthera ochreata,-41.455142,-12.600633
Orchidaceae,Acianthera,Acianthera ochreata,-41.3345,-12.974488
Orchidaceae,Brassavola,Brassavola tuberculata,-36.264597,-7.376226
Orchidaceae,Epidendrum,Epidendrum secundum,-41.299444,-12.973889
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.299444,-12.973889
Orchidaceae,Cattleya,Cattleya luetzelburgii,-41.299444,-12.973889
Orchidaceae,Epidendrum,NA,-41.299444,-12.973889
Orchidaceae,Epistephium,Epistephium williamsii,-41.299444,-12.973889
Orchidaceae,Cattleya,Cattleya bahiensis,-41.299444,-12.973611
Orchidaceae,Bifrenaria,Bifrenaria tyrianthina,-41.366389,-13.065833
Orchidaceae,Epidendrum,Epidendrum fruticosum,-41.366389,-13.065833
Orchidaceae,Cattleya,Cattleya sincorana,-41.366389,-13.065833
Orchidaceae,Cyrtopodium,NA,-41.366389,-13.065833
Orchidaceae,Cattleya,NA,-41.366389,-13.065833
Orchidaceae,Epidendrum,Epidendrum secundum,-41.366389,-13.065833
Orchidaceae,Epidendrum,Epidendrum orchidiflorum,-41.366389,-13.065833
Orchidaceae,Gomesa,Gomesa sincorana,-41.366389,-13.065833
Orchidaceae,Eulophia,Eulophia maculata,-35.747324,-6.972538
Orchidaceae,Vanilla,Vanilla palmarum,-40.473333,-12.324444
Orchidaceae,Epidendrum,NA,-41.342222,-12.342222
Orchidaceae,Epidendrum,Epidendrum secundum,-41.553036,-12.553776
Orchidaceae,Epidendrum,Epidendrum secundum,-41.472242,-12.458058
Orchidaceae,Epidendrum,Epidendrum secundum,-41.341446,-12.994577
Orchidaceae,Epidendrum,Epidendrum secundum,-41.455142,-12.600633
Orchidaceae,Epidendrum,Epidendrum secundum,-41.441287,-12.738295
Orchidaceae,Gomesa,Gomesa caatingana,-36.6775,-8.094167
Orchidaceae,Habenaria,Habenaria pseudohamata,-42.5,-14.116667
Orchidaceae,Sobralia,NA,-39.083333,-11.65
Orchidaceae,Epidendrum,Epidendrum ellipticum,-40.88,-11.65
Orchidaceae,Cattleya,Cattleya luetzelburgii,-41.910556,-13.535
Orchidaceae,Catasetum,Catasetum macrocarpum,-35.530594,-6.843138
Orchidaceae,Acianthera,Acianthera ochreata,-41.473155,-12.455632
Orchidaceae,Cattleya,Cattleya elongata,-41.323196,-12.890854
Orchidaceae,Acianthera,Acianthera prolifera,-41.517395,-12.551034
Orchidaceae,Bulbophyllum,Bulbophyllum weddellii,-41.188781,-11.566921
Orchidaceae,Epidendrum,Epidendrum cristatum,-41.151809,-11.47727
Orchidaceae,Campylocentrum,Campylocentrum micranthum,-41.084079,-11.438865
Orchidaceae,Prosthechea,Prosthechea moojenii,-41.194423,-11.417378
Orchidaceae,Acianthera,Acianthera ochreata,-41.01215,-11.56152
Orchidaceae,Cattleya,Cattleya elongata,-41.137066,-11.40536
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.208182,-12.952853
Orchidaceae,Epistephium,Epistephium sclerophyllum,-42.992222,-14.912778
Orchidaceae,Laelia,NA,-41.840278,-13.474167
Orchidaceae,Epidendrum,Epidendrum dayseae,-35.458333,-6.735
Orchidaceae,Vanilla,Vanilla pompona,-35.729111,-6.888728
Orchidaceae,Vanilla,Vanilla palmarum,-39.271183,-11.578737
Orchidaceae,Vanilla,Vanilla palmarum,-38.564526,-10.692723
Orchidaceae,Gomesa,Gomesa barbata,-38.932676,-4.265737
Orchidaceae,Habenaria,NA,-41.906667,-13.541111
Orchidaceae,Galeandra,Galeandra montana,-41.875,-13.542778
Orchidaceae,Anathallis,Anathallis montipelladensis,-41.906667,-13.541111
Orchidaceae,Prescottia,Prescottia lancifolia,-41.875556,-13.546389
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-38.0559,-7.822817
Orchidaceae,Eulophia,Eulophia maculata,-41.770556,-4.288056
Orchidaceae,Eulophia,Eulophia maculata,-35.715041,-6.975497
Orchidaceae,Eulophia,Eulophia maculata,-41.386547,-12.567563
Orchidaceae,Eulophia,Eulophia maculata,-40.109722,-2.909167
Orchidaceae,Eulophia,Eulophia maculata,-39.596146,-11.871571
Orchidaceae,Campylocentrum,Campylocentrum neglectum,-36.043319,-8.354358
Orchidaceae,Epidendrum,Epidendrum secundum,-41.309444,-13.303056
Orchidaceae,Cyrtopodium,NA,-36.930556,-10.036419
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-36.930556,-10.036419
Orchidaceae,Rodriguezia,Rodriguezia bracteata,-36.930556,-10.036419
Orchidaceae,Epidendrum,Epidendrum cinnabarinum,-36.930556,-10.036419
Orchidaceae,Jacquiniella,Jacquiniella globosa,-36.930556,-10.036419
Orchidaceae,Acianthera,Acianthera ochreata,-41.471725,-12.458833
Orchidaceae,NA,NA,-41.42,-12.426944
Orchidaceae,Gomesa,Gomesa praetexta,-40.220833,-5.284722
Orchidaceae,Ornithocephalus,Ornithocephalus cujeticola,-39.621944,-4.354722
Orchidaceae,Polystachya,Polystachya concreta,-38.933722,-4.226417
Orchidaceae,Vanilla,Vanilla chamissonis,-37.430556,-8.901944
Orchidaceae,Polystachya,Polystachya foliosa,-41.511389,-12.756111
Orchidaceae,Epistephium,Epistephium sclerophyllum,-41.470556,-12.458333
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-41.866111,-13.045833
Orchidaceae,Cattleya,Cattleya luetzelburgii,-41.800833,-13.552222
Orchidaceae,Bulbophyllum,Bulbophyllum micropetaliforme,-41.866111,-13.045833
Orchidaceae,Sacoila,Sacoila lanceolata,-41.511389,-12.756111
Orchidaceae,Gomesa,Gomesa sincorana,-41.8825,-13.371111
Orchidaceae,Gomesa,Gomesa sincorana,-41.286389,-13.681667
Orchidaceae,Prescottia,Prescottia plantaginifolia,-41.23,-11.411389
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-41.23,-11.411389
Orchidaceae,Epidendrum,Epidendrum secundum,-41.511389,-12.756111
Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,-41.844444,-13.098611
Orchidaceae,Encyclia,Encyclia alboxanthina,-40.509722,-11.193055
Orchidaceae,Acianthera,Acianthera ochreata,-41.953056,-13.523056
Orchidaceae,Epistephium,Epistephium williamsii,-41.286389,-13.681667
Orchidaceae,Bulbophyllum,Bulbophyllum plumosum,-41.511389,-12.756111
Orchidaceae,Acianthera,Acianthera ochreata,-41.844167,-13.098333
Orchidaceae,Brassavola,Brassavola tuberculata,-36.265231,-7.37635
Orchidaceae,Cyrtopodium,Cyrtopodium holstii,-44.275156,-15.487192
Orchidaceae,NA,NA,-41.207222,-11.2075
Orchidaceae,Prosthechea,Prosthechea moojenii,-41.506944,-12.506944
Orchidaceae,Sarcoglottis,NA,-37.330056,-9.242
Orchidaceae,Trichocentrum,Trichocentrum cepula,-35.458333,-6.735
Orchidaceae,Epidendrum,Epidendrum avicula,-37.385128,-7.252781
Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,-42.482972,-14.880517
Orchidaceae,Eulophia,Eulophia maculata,-39.974444,-11.635
Orchidaceae,Cattleya,Cattleya labiata,-37.573997,-9.406367
Orchidaceae,Habenaria,Habenaria spathulifera,-41.709722,-4.095
Orchidaceae,Epidendrum,Epidendrum secundum,-41.901489,-13.476994
Orchidaceae,Vanilla,Vanilla palmarum,-41.193022,-10.648205
Orchidaceae,Epidendrum,Epidendrum secundum,-41.366389,-13.365833
Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,-38.92,-4.271111
Orchidaceae,Epidendrum,Epidendrum nocturnum,-36.006111,-8.068889
Orchidaceae,Habenaria,NA,-41.476667,-12.603056
Orchidaceae,Habenaria,Habenaria schenckii,-41.018611,-3.346111
Orchidaceae,Prosthechea,Prosthechea carrii,-41.285,-13.683889
Orchidaceae,Polystachya,Polystachya foliosa,-41.1675,-13.154444
Orchidaceae,Laelia,NA,-43.029472,-15.170472
Orchidaceae,Bulbophyllum,Bulbophyllum mentosum,-41.886556,-13.059333
Orchidaceae,Epidendrum,NA,-41.225583,-11.595306
Orchidaceae,Bulbophyllum,Bulbophyllum sanderianum,-40.329806,-10.531417
Orchidaceae,Dichaea,Dichaea cogniauxiana,-36.023583,-7.905028
Orchidaceae,Trichosalpinx,Trichosalpinx dura,-36.023583,-7.905028
Orchidaceae,Catasetum,Catasetum globiflorum,-40.144111,-10.51475
Orchidaceae,Acianthera,NA,-39.587778,-3.605278
Orchidaceae,Habenaria,Habenaria petalodes,-36.642694,-8.090667
Orchidaceae,Habenaria,Habenaria schenckii,-39.117222,-6.378889
Orchidaceae,Epidendrum,Epidendrum secundum,-41.309444,-13.684722
Orchidaceae,Epidendrum,Epidendrum flammeum,-36.661917,-8.106417
Orchidaceae,Encyclia,Encyclia alboxanthina,-41.211389,-13.434444
Orchidaceae,Epidendrum,Epidendrum avicule,-41.233056,-13.397778
Orchidaceae,Epidendrum,Epidendrum cinnabarinum,-35.439722,-6.678889
Orchidaceae,Cyrtopodium,Cyrtopodium flavum,-35.439722,-6.678889
Orchidaceae,Encyclia,Encyclia osmantha,-41.2815,-11.521944
