species,Long,Lat
Cyrtopodium aliciae,-41.974747,-13.611767
Zygopetalum maculatum,-41.4553,-12.600488
Gomesa blanchetii,-41.202983,-12.849786
Cyrtopodium holstii,-41.121632,-13.392679
Gomesa sincorana,-41.53585,-12.936818
Zygopetalum sincoranum,-41.455142,-12.600633
Cyrtopodium aliciae,-41.474453,-12.60544
Epidendrum orchidiflorum,-41.334555,-12.974597
Cyrtopodium holstii,-36.287339,-7.365233
Stelis sclerophylla,-38.719722,-3.901389
Cattleya elongata,-41,-13
Cattleya pfisteri,-41.309722,-13.315278
Vanilla phaeantha,-35.35943,-5.906616
Encyclia alboxanthina,-41.322628,-12.890456
Cyrtopodium holstii,-37.406226,-7.266319
Cyrtopodium aliciae,-41.803611,-13.5475
Epistephium williamsii,-41.470833,-12.455556
Epidendrum parahybunense,-41.853611,-13.408333
Cattleya elongata,-41.471802,-12.459114
Epidendrum cinnabarinum,-35.741277,-8.264955
Thelyschista ghillanyi,-41.293889,-12.981111
Eulophia maculata,-35.377222,-5.882778
Epistephium williamsii,-41.940833,-13.538889
Campylocentrum crassirhizum,-36.385,-8.240833
Habenaria pubidactyla,-41.478611,-12.606111
Habenaria nuda,-41.456944,-12.584444
Habenaria nuda,-41.836667,-13.422222
Bletia catenulata,-41.323754,-12.947362
Epidendrum macrocarpum,-35.4875,-6.618056
Epidendrum orchidiflorum,-35.489444,-6.648611
Habenaria rotundiloba,-35.456111,-6.578333
Epidendrum orchidiflorum,-35.483611,-6.643333
Cyrtopodium flavum,-35.467222,-6.640833
Epidendrum macrocarpum,-35.476389,-6.6425
Trichocentrum cepula,-35.450556,-6.020556
Sarcoglottis curvisepala,-35.450556,-6.020556
Prescottia leptostachya,-35.331944,-6.66
Ionopsis utricularioides,-35.7425,-6.020556
Notylia nemorosa,-35.450556,-6.020556
Brassavola tuberculata,-36.043056,-8.448056
Acianthera ochreata,-36.043056,-8.448056
Cyrtopodium flavum,-35.9925,-8.395278
Sacoila lanceolata,-36.067778,-8.353889
Epidendrum cinnabarinum,-35.35,-5.893333
Encyclia oncidioides,-35.35,-5.893333
Trichocentrum cepula,-35.386111,-5.89
Sacoila lanceolata,-35.648056,-5.672222
Epidendrum cinnabarinum,-35.53,-5.556944
Epidendrum flexuosum,-35.476389,-6.629722
Catasetum discolor,-35.436944,-6.637778
Epistephium williamsii,-35.452778,-6.646944
Habenaria trifida,-35.611111,-5.600833
Habenaria amambayensis,-35.611111,-5.600833
Epidendrum strobiliferum,-35.613889,-5.6025
Habenaria leprieurii,-35.642222,-5.666111
Gomesa barbata,-35.649444,-5.651944
Prescottia oligantha,-36.46,-6.647778
Cattleya granulosa,-35.4825,-6.633889
Catasetum discolor,-35.623056,-5.654722
Habenaria rotundiloba,-35.623333,-5.656944
Acianthera ochreata,-36.023333,-7.143611
Trichocentrum cepula,-35.371944,-5.879722
Prescottia plantaginifolia,-35.806944,-6.450556
Epidendrum orchidiflorum,-41.159167,-11.536667
Cyrtopodium holstii,-35.795,-6.454444
Habenaria petalodes,-35.806944,-6.450556
Cyrtopodium flavum,-35.701667,-6.425
Brassavola tuberculata,-35.723611,-6.0925
Campylocentrum crassirhizum,-35.425278,-5.589722
Gomesa barbata,-40.846667,-4.015833
Eulophia maculata,-35.529722,-6.301944
Habenaria pratensis,-35.445833,-5.577222
Epidendrum cinnabarinum,-35.807222,-6.450278
Acianthera ochreata,-35.795556,-6.454444
Cyrtopodium flavum,-35.776944,-6.440833
Trichocentrum cepula,-35.438333,-5.6075
Habenaria schenckii,-40.0775,-2.88
Epidendrum cinnabarinum,-35.795556,-6.454444
Brassavola tuberculata,-35.776944,-6.440833
Epidendrum cinnabarinum,-35.353889,-5.894167
Eltroplectris calcarata,-36.573611,-5.921111
Prescottia plantaginifolia,-35.776944,-6.440833
Vanilla phaeantha,-35.432778,-5.599722
Cyrtopodium flavum,-35.795556,-6.454444
Habenaria pratensis,-35.448889,-5.575
Gomesa barbata,-35.430556,-5.594167
Acianthera ochreata,-35.701667,-6.425
Habenaria pratensis,-35.356667,-5.891111
Epidendrum cinnabarinum,-35.355833,-5.887778
Epidendrum anatipedium,-38.972222,-4.207778
Epidendrum strobiliferum,-38.972222,-4.207778
Epidendrum avicula,-39.058056,-4.420833
Sarcoglottis curvisepala,-35.372222,-5.881944
Cattleya granulosa,-35.351944,-5.89
Acianthera ochreata,-35.806389,-6.451389
Epidendrum secundum,-41.2075,-11.591389
Cleistes rosea,-41.949167,-13.515278
Sarcoglottis acaulis,-36.681389,-6.850833
Epistephium williamsii,-41.940833,-13.518889
Epidendrum secundum,-41.003056,-11.628333
Prescottia leptostachya,-41.948889,-13.514722
Mesadenella cuspidata,-38.840833,-4.208056
Habenaria hexaptera,-40.103611,-2.915833
Brassavola tuberculata,-35.699167,-6.424444
Polystachya concreta,-41.189167,-3.316944
Cyrtopodium holstii,-35.434444,-6.516944
Eulophia maculata,-35.434444,-6.516944
Acianthera ochreata,-35.699167,-6.424444
Epidendrum avicula,-41.189167,-3.316944
Campylocentrum crassirhizum,-35.433056,-5.594167
Campylocentrum crassirhizum,-35.427778,-5.584444
Epidendrum anatipedium,-38.973889,-4.208333
Stelis argentata,-38.973889,-4.208333
Epidendrum cinnabarinum,-36.188333,-6.062222
Prescottia plantaginifolia,-35.699167,-6.424444
Epidendrum cinnabarinum,-35.776944,-6.440833
Trichocentrum cepula,-35.419444,-5.588333
Epidendrum cinnabarinum,-35.701667,-6.425
Cyrtopodium holstii,-35.726667,-6.093056
Ionopsis utricularioides,-35.438333,-5.6075
Sobralia sessilis,-41.009444,-11.502222
Encyclia oncidioides,-35.795,-6.454444
Eltroplectris triloba,-40.9975,-11.621667
Gomesa barbata,-35.4075,-5.667222
Gomesa barbata,-41.020556,-11.683889
Maxillaria picta,-41.020556,-11.683889
Notylia nemorosa,-35.425278,-5.589722
Vanilla phaeantha,-35.552778,-5.766111
Habenaria repens,-41.376944,-13.098889
Cyrtopodium holstii,-35.963611,-6.097778
Vanilla phaeantha,-35.355833,-5.887778
Encyclia oncidioides,-35.356944,-5.888889
Gomesa varicosa,-41.208056,-11.592222
Habenaria pratensis,-41.940833,-13.518889
Habenaria pratensis,-35.359444,-5.894722
Encyclia dichroma,-39.32,-12.48
Cyrtopodium saintlegerianum,-39.42,-12.43
Epistephium williamsii,-39.28,-12.51
Epidendrum secundum,-41.505833,-13.033889
Habenaria sprucei,-41.412778,-4.065833
Habenaria spathulifera,-41.445556,-4.052222
Trichocentrum sprucei,-42.192222,-13.440278
Liparis nervosa,-42.346111,-13.592222
Cyrtopodium flavum,-39.282222,-12.511111
Sobralia liliastrum,-39.28,-12.51
Sacoila lanceolata,-39.28,-12.51
Epidendrum secundum,-41.466667,-12.45
Galeandra montana,-42.212222,-13.462222
Habenaria spathulifera,-41.748611,-4.088333
Habenaria pratensis,-41.7,-4.131389
Habenaria sprucei,-41.748611,-4.088333
Habenaria hexaptera,-35.703333,-6.965278
Prescottia plantaginifolia,-35.782778,-8.214167
Habenaria hamata,-41.577222,-12.51
Cattleya elongata,-41.324444,-12.801111
Eulophia maculata,-41.723333,-4.0625
Epidendrum dendrobioides,-41.303056,-12.957778
Habenaria schenckii,-38.330833,-11.358056
Epidendrum cinnabarinum,-41.65,-12.0625
Catasetum discolor,-41.65,-12.0625
Encyclia alboxanthina,-41.353611,-12.995
Epidendrum orchidiflorum,-41.342778,-12.997222
Encyclia alboxanthina,-41.341944,-12.996944
Vanilla palmarum,-40.221667,-14
Cyrtopodium aliciae,-41.353333,-12.993611
Gomesa ramosa,-41.341389,-12.9925
Cleistes parviflora,-41.906667,-13.541111
Acianthera ochreata,-41.906667,-13.530278
Dichaea pendula,-38.961944,-4.237222
Encyclia patens,-38.076667,-7.831389
Campylocentrum micranthum,-38.961944,-4.237222
Bulbophyllum exaltatum,-40.9975,-11.623333
Bulbophyllum exaltatum,-41.412778,-13.011944
Sacoila lanceolata,-36.506483,-9.432236
Cattleya alagoensis,-36.574439,-9.518953
Epidendrum flammeum,-36.506483,-9.432236
Habenaria meeana,-41.95,-13.55
Epidendrum warasii,-42.174167,-12.685278
Vanilla palmarum,-42.295,-12.593889
Prescottia leptostachya,-42.092222,-12.588333
Epidendrum orchidiflorum,-42.092222,-12.588333
Bulbophyllum micropetaliforme,-41.909167,-13.287222
Cyrtopodium saintlegerianum,-38.340792,-9.973609
Brassavola tuberculata,-36.061111,-7.073889
Cyrtopodium holstii,-36.783044,-6.968749
Cyrtopodium aliciae,-41.450116,-12.481863
Prosthechea caetensis,-41.266667,-11.916667
Sobralia liliastrum,-41.65,-12.933333
Acianthera ochreata,-41.65,-12.933333
Polystachya foliosa,-41.65,-12.933333
Epidendrum secundum,-38.686667,-3.885556
Encyclia alboxanthina,-41.273056,-11.496111
Encyclia alboxanthina,-40.52,-11.18
Encyclia alboxanthina,-41.65,-12.933333
Epidendrum orchidiflorum,-41.266667,-11.916667
Epidendrum ramosum,-38.719722,-3.901944
Cattleya elongata,-41.65,-12.933333
Gongora quinquenervis,-38.716667,-3.9
Sacoila lanceolata,-41.75,-13.15
Rodriguezia decora,-40.516667,-11.333333
Sobralia liliastrum,-41.650556,-13.659167
Epidendrum orchidiflorum,-41.650556,-13.659167
Vanilla palmarum,-40.9,-12.35
Gomesa ramosa,-41.441389,-12.464444
Gomesa ramosa,-41.45,-12.466667
Gomesa ramosa,-41.45,-12.45
Pseudolaelia vellozicola,-42.571667,-14.782222
Epidendrum warasii,-41.8775,-13.050833
Epidendrum warasii,-41.904444,-13.093056
Epidendrum warasii,-41.366667,-13
Epidendrum warasii,-41.6,-13.15
Epidendrum secundum,-41.001389,-11.635833
Epidendrum secundum,-41.15,-11.55
Epidendrum secundum,-40.516667,-11.166667
Epidendrum secundum,-41.366667,-13
Epidendrum secundum,-41.191944,-11.584167
Acianthera ochreata,-41.340833,-12.988333
Gomesa ramosa,-41.316667,-12.883333
Gomesa ramosa,-41.65,-13.233333
Acianthera ochreata,-41.55,-12.516667
Acianthera ochreata,-41.383333,-12.55
Acianthera ochreata,-41.15,-11.55
Epidendrum secundum,-40.703056,-11.253056
Epidendrum secundum,-40.3,-12.516667
Epidendrum secundum,-41.000833,-11.628056
Epidendrum secundum,-41.833333,-13.283333
Epidendrum secundum,-41.2,-11.583333
Epistephium williamsii,-42.5575,-14.553889
Gomesa ramosa,-42.575556,-14.758056
Bulbophyllum exaltatum,-42.558056,-14.697778
Pseudolaelia vellozicola,-42.558056,-14.697778
Gomesa ramosa,-42.576111,-14.759167
Eulophia maculata,-41.316667,-12.65
Maxillaria rigida,-41.383333,-12.566667
Masdevallia infracta,-41.366667,-12.516667
Liparis nervosa,-38.216667,-9.4
Epidendrum secundum,-41.894167,-13.08
Epidendrum secundum,-41.508056,-12.7575
Epidendrum secundum,-41.515833,-12.760556
Epidendrum secundum,-40.506111,-11.350833
Habenaria josephensis,-38.929167,-4.248333
Habenaria josephensis,-41.191667,-11.583333
Habenaria johannensis,-41.866667,-13.45
Gomesa ramosa,-41.470833,-12.455556
Habenaria pseudohamata,-41.474444,-12.604167
Habenaria repens,-41,-11.666667
Epistephium williamsii,-41.474444,-12.604167
Epistephium williamsii,-41.866667,-13.45
Epistephium williamsii,-41.344167,-12.8025
Epistephium williamsii,-41.374722,-13.006667
Epistephium williamsii,-41.383333,-12.566667
Epistephium williamsii,-41.484722,-12.536944
Zygopetalum maculatum,-41.55,-12.516667
Acianthera ochreata,-40.999444,-11.625278
Cattleya pfisteri,-41.298611,-13.684167
Pelexia viridis,-41.466667,-12.45
Gomesa nitida,-40.7025,-11.254722
Gomesa barbata,-38.216667,-9.4
Gomesa barbata,-39.133333,-9.9
Veyretia sincorensis,-41.483333,-12.766667
Veyretia sincorensis,-41.45,-12.466667
Veyretia sincorensis,-41.441111,-12.463889
Acianthera ochreata,-41.326667,-12.995278
Habenaria hamata,-41.366667,-13
Habenaria hamata,-41.472222,-12.45
Laelia gloriosa,-41.443611,-13.264167
Skeptrostachys congestiflora,-41.446667,-12.463889
Sobralia liliastrum,-41.405278,-12.571111
Polystachya concreta,-41.416667,-12.45
Polystachya concreta,-41.211667,-11.5975
Habenaria hamata,-41.366667,-12.516667
Habenaria hamata,-38.1,-7.833333
Habenaria fluminensis,-41.366667,-12.516667
Habenaria fluminensis,-41.341389,-12.992222
Habenaria bahiensis,-41.383333,-12.566667
Prosthechea moojenii,-41.416667,-12.45
Prosthechea moojenii,-40.7025,-11.254444
Acianthera prolifera,-41.466667,-12.45
Acianthera prolifera,-41.45,-12.466667
Acianthera ochreata,-41.371944,-13.001389
Habenaria meeana,-41.383333,-12.566667
Cyrtopodium eugenii,-41.15,-11.55
Cyrtopodium blanchetii,-41.738611,-13.266944
Pseudolaelia vellozicola,-42.537222,-14.213889
Stelis deregularis,-40.3,-12.516667
Pseudolaelia vellozicola,-42.466667,-14.066667
Bulbophyllum exaltatum,-41.904444,-13.093056
Epidendrum tridactylum,-39.633333,-12.7
Epidendrum cristatum,-41.283333,-13.4
Epidendrum avicula,-41.283333,-13.4
Vanilla palmarum,-40.497778,-11.090833
Vanilla palmarum,-40.133333,-10.85
Vanilla palmarum,-39.316667,-10.433333
Encyclia alboxanthina,-41.3,-12.25
Encyclia alboxanthina,-42.133333,-12.883333
Encyclia alboxanthina,-40.407778,-10.943333
Encyclia alboxanthina,-40.507222,-11.195833
Koellensteinia florida,-38.9975,-11.2425
Paradisanthus bahiensis,-41.45,-12.45
Sobralia sessilis,-41.001389,-11.635833
Sobralia sessilis,-40.483333,-12.283333
Epidendrum secundum,-40.483333,-11.166667
Epidendrum secundum,-41.470833,-12.455556
Epidendrum secundum,-41.433333,-12.45
Vanilla palmarum,-40.093889,-11.998056
Trichocentrum cepula,-41.013889,-11.6775
Stelis montserratii,-40.483333,-12.283333
Stelis montserratii,-41.471111,-12.456389
Stelis montserratii,-41.211667,-11.5975
Thelyschista ghillanyi,-41.4175,-12.569722
Epidendrum secundum,-41.466667,-12.933333
Vanilla palmarum,-40.116667,-11.4
Cyrtopodium saintlegerianum,-40.698333,-11.258056
Cyrtopodium holstii,-40.133333,-10.85
Sobralia sessilis,-40.3,-12.516667
Eltroplectris calcarata,-41.383333,-12.566667
Sobralia sessilis,-40.536111,-11.396944
Sobralia liliastrum,-41.344167,-12.8025
Sobralia liliastrum,-41.42,-12.462222
Sobralia liliastrum,-41.416667,-12.45
Cattleya elongata,-41.446667,-12.463889
Cattleya elongata,-41.45,-12.466667
Cattleya elongata,-41.418333,-12.575833
Gomesa sincorana,-41.295556,-13.307778
Gomesa flexuosa,-40.3,-12.516667
Gomesa ramosa,-41.383333,-12.566667
Gomesa ramosa,-41.366667,-13
Gomesa sincorana,-41.515833,-12.760556
Gomesa ramosa,-40.695278,-11.239444
Bulbophyllum exaltatum,-41.45,-12.45
Cattleya luetzelburgii,-41.883333,-13.383333
Cattleya luetzelburgii,-42.256389,-13.758611
Cattleya elongata,-41.366667,-13
Cattleya elongata,-41.15,-11.55
Vanilla palmarum,-39.9775,-11.543889
Cleistes moritzii,-41.383333,-12.55
Cyrtopodium flavum,-41.001389,-11.635833
Bulbophyllum exaltatum,-40.7025,-11.254444
Bulbophyllum mentosum,-41.75,-13.233333
Bulbophyllum manarae,-38.066667,-11.55
Cyrtopodium cipoense,-41.45,-12.466667
Cyrtopodium aliciae,-41.45,-12.45
Cyrtopodium aliciae,-41.45,-12.466667
Cleistes moritzii,-41.904444,-13.0775
Cleistes moritzii,-40.493889,-11.150833
Encyclia oncidioides,-41.333333,-12.7
Encyclia jenischiana,-39.733333,-12.15
Encyclia jenischiana,-39.616667,-12.2
Encyclia alboxanthina,-41.15,-11.55
Encyclia alboxanthina,-38.066667,-11.55
Encyclia alboxanthina,-41.31,-12.851389
Encyclia alboxanthina,-41.474444,-12.604167
Cattleya luetzelburgii,-41.366667,-13
Cattleya elongata,-41.316667,-12.8
Cattleya elongata,-41.001111,-11.628056
Cattleya elongata,-40.999722,-11.625833
Epidendrum nocturnum,-41.383333,-12.566667
Epidendrum orchidiflorum,-41.341944,-12.992778
Epidendrum orchidiflorum,-41.421111,-12.461389
Epidendrum orchidiflorum,-41.766111,-13.149167
Epidendrum orchidiflorum,-41.338611,-12.803333
Epidendrum orchidiflorum,-41.15,-11.551111
Epidendrum orchidiflorum,-41.45,-12.466667
Epidendrum orchidiflorum,-41.345278,-13.001389
Epidendrum orchidiflorum,-40.695278,-11.239444
Epidendrum orchidiflorum,-41.15,-11.55
Epidendrum orchidiflorum,-41.016389,-11.681667
Epidendrum orchidiflorum,-41.391389,-13.000278
Acianthera prolifera,-41.416667,-12.45
Acianthera ochreata,-41.333333,-13
Acianthera ochreata,-41.002222,-11.638611
Acianthera ochreata,-41.2075,-11.591111
Acianthera ochreata,-40.701389,-11.243889
Acianthera ochreata,-41.206944,-11.590556
Acianthera ochreata,-41.2075,-11.591667
Catasetum luridum,-38.216667,-9.4
Catasetum luridum,-41.283889,-12.241111
Epistephium williamsii,-42.35,-13.983333
Sobralia sessilis,-41.62,-13.024167
Gomesa sincorana,-41.808056,-13.155833
Encyclia alboxanthina,-41.62,-13.024167
Campylocentrum crassirhizum,-41.45,-12.466667
Campylocentrum crassirhizum,-41.316667,-12.65
Sobralia liliastrum,-41.404359,-12.56237
Prescottia leptostachya,-42.39139,-9.96639
Vanilla palmarum,-40.3,-12.51667
Habenaria repens,-41.38111,-13.00139
Vanilla palmarum,-39.93375,-11.406825
Acianthera ochreata,-41.208177,-11.591868
Wullschlaegelia aphylla,-35.722222,-8.033333
Gomesa gravesiana,-40.131944,-4.781944
Cyrtopodium holstii,-38.868056,-4.165833
Prescottia stachyodes,-38.905833,-4.206111
Pabstiella trifida,-38.905833,-4.206111
Eulophia maculata,-38.816667,-3.566667
Epidendrum armeniacum,-38.974444,-4.209444
Epidendrum ramosum,-38.968889,-4.206667
Epidendrum patens,-38.909444,-4.268333
Maxillaria imbricata,-38.968889,-4.206667
Trizeuxis falcata,-38.974444,-4.209444
Epidendrum rigidum,-38.713056,-3.895278
Epidendrum ramosum,-38.970556,-4.206667
Sarcoglottis grandiflora,-38.916667,-4.235556
Prescottia stachyodes,-38.970556,-4.206667
Jacquiniella globosa,-38.970556,-4.206667
Maxillaria imbricata,-38.715,-3.908056
Pleurothallis ruscifolia,-38.715,-3.908056
Elleanthus brasiliensis,-38.723333,-3.904722
Maxillaria imbricata,-38.721667,-3.910556
Epidendrum ramosum,-38.7225,-3.909722
Jacquiniella globosa,-38.723333,-3.900278
Sarcoglottis grandiflora,-38.815,-3.895556
Trichocentrum fuscum,-38.815,-3.895556
Epidendrum rigidum,-38.815,-3.895556
Cattleya labiata,-38.815,-3.895556
Scaphyglottis prolifera,-38.815,-3.895556
Epidendrum ramosum,-38.721667,-3.910556
Jacquiniella globosa,-38.7225,-3.909722
Epidendrum rigidum,-38.725278,-3.913333
Pabstiella trifida,-38.933056,-4.297222
Pabstiella trifida,-38.971111,-4.206111
Trichocentrum fuscum,-38.971111,-4.206111
Polystachya concreta,-38.919444,-4.298333
Prescottia stachyodes,-38.931944,-4.218056
Polystachya concreta,-38.931944,-4.218056
Polystachya concreta,-38.926667,-4.289444
Gongora quinquenervis,-38.933056,-4.297222
Notylia lyrata,-38.931944,-4.218056
Catasetum macrocarpum,-38.981944,-4.258889
Epidendrum armeniacum,-38.971111,-4.205833
Habenaria petalodes,-40.768056,-4.166667
Eulophia maculata,-40.913611,-3.845278
Bulbophyllum mentosum,-41.894167,-13.08
Trizeuxis falcata,-38.973056,-4.208056
Epidendrum ibaguense,-41.44777,-12.60277
Vanilla palmarum,-38.083333,-11.083333
Epistephium williamsii,-41.937222,-13.9375
Jacquiniella globosa,-38.722528,-3.897167
Stelis aprica,-38.720083,-3.895
Stelis aprica,-38.721222,-3.896194
Stelis aprica,-38.722639,-3.897667
Stelis aprica,-38.721194,-3.896167
Stelis aprica,-38.721306,-3.893889
Stelis aprica,-38.721806,-3.89425
Stelis sclerophylla,-38.721944,-3.897194
Elleanthus brasiliensis,-38.7225,-3.897194
Elleanthus brasiliensis,-38.720306,-3.895139
Stelis aprica,-38.72275,-3.897972
Maxillaria leucaimata,-38.722889,-3.898
Stelis ruprechtiana,-38.722889,-3.898083
Stelis aprica,-38.722889,-3.898111
Stelis aprica,-38.722861,-3.898139
Stelis aprica,-38.721917,-3.896639
Stelis duckei,-38.720417,-3.895028
Stelis aprica,-38.720917,-3.894306
Stelis duckei,-38.721556,-3.893861
Pabstiella trifida,-38.721333,-3.893944
Dichaea pendula,-38.720508,-3.894989
Pleurothallis ruscifolia,-38.721306,-3.894028
Stelis aprica,-38.720722,-3.894361
Pleurothallis ruscifolia,-38.721028,-3.894306
Stelis sclerophylla,-38.720556,-3.894667
Stelis ruprechtiana,-38.720611,-3.894167
Scaphyglottis prolifera,-38.720167,-3.901333
Stelis ruprechtiana,-38.722889,-3.898028
Stelis ruprechtiana,-38.720667,-3.899944
Maxillaria leucaimata,-38.721444,-3.894306
Stelis ruprechtiana,-38.720917,-3.89425
Prosthechea aemula,-38.730139,-3.887333
Prosthechea aemula,-38.727583,-3.88025
Scaphyglottis fusiformis,-38.727694,-3.880333
Prosthechea aemula,-38.73525,-3.887944
Cattleya labiata,-38.7295,-3.896361
Scaphyglottis prolifera,-38.732222,-3.897778
Gomesa barbata,-38.724858,-3.886511
Sarcoglottis acaulis,-38.720278,-3.899722
Stelis aprica,-38.721333,-3.894028
Prosthechea fragrans,-38.727222,-3.885278
Prosthechea fragrans,-38.727278,-3.885444
Epidendrum rigidum,-38.724389,-3.886833
Dimerandra emarginata,-38.7325,-3.897222
Epidendrum rigidum,-38.731389,-3.897222
Stelis aprica,-38.7225,-3.894444
Aspidogyne foliosa,-38.720556,-3.895556
Pabstiella trifida,-38.720833,-3.899722
Scaphyglottis prolifera,-38.7225,-3.8975
Jacquiniella globosa,-38.7225,-3.8975
Trizeuxis falcata,-38.719722,-3.902778
Epidendrum ramosum,-38.722778,-3.897778
Jacquiniella globosa,-38.722778,-3.897778
Epidendrum secundum,-38.722222,-3.894444
Epidendrum rigidum,-38.733889,-3.896667
Pleurothallis ruscifolia,-38.720833,-3.894167
Prosthechea aemula,-38.730278,-3.896667
Trizeuxis falcata,-38.724444,-3.902222
Rodriguezia bracteata,-38.718056,-3.905
Stelis aprica,-38.720833,-3.893889
Maxillaria leucaimata,-38.720278,-3.895
