scientificName,family,genus,species,NM_MUN,SIGLA_UF,Latitude,Longitude
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Lençois,BA,-12.3,-41.3
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Lençois,BA,-12.433333,-41.433333
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Lençois,BA,-12.341667,-41.341667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.450278,-41.454722
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.341667,-41.341667
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Lençois,BA,-12.341667,-41.341667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.461639,-41.41775
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Lençois,BA,-12.600633,-41.455142
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.565948,-41.3872
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.587693,-41.39863
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.482925,-41.449562
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.497492,-41.298264
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Lençois,BA,-12.507262,-41.485221
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.497039,-41.296069
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.482892,-41.449509
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.532386,-41.411922
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.482873,-41.449519
Zygopetalum sincoranum V.P.Castro & Campacci,Orchidaceae,Zygopetalum,Zygopetalum sincoranum,Lençois,BA,-12.600633,-41.455142
Habenaria nuda Lindl.,Orchidaceae,Habenaria,Habenaria nuda,Lençois,BA,-12.584444,-41.456944
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.481863,-41.450116
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Lençois,BA,-12.464444,-41.441389
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Lençois,BA,-12.45,-41.45
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.55,-41.383333
Maxillaria rigida Barb.Rodr.,Orchidaceae,Maxillaria,Maxillaria rigida,Lençois,BA,-12.566667,-41.383333
Masdevallia infracta Lindl.,Orchidaceae,Masdevallia,Masdevallia infracta,Lençois,BA,-12.516667,-41.366667
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.566667,-41.383333
Veyretia sincorensis (Schltr.) Szlach.,Orchidaceae,Veyretia,Veyretia sincorensis,Lençois,BA,-12.463889,-41.441111
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.571111,-41.405278
Polystachya concreta (Jacq.) Garay & H.R.Sweet,Orchidaceae,Polystachya,Polystachya concreta,Lençois,BA,-12.45,-41.416667
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Lençois,BA,-12.516667,-41.366667
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Lençois,BA,-12.516667,-41.366667
Habenaria bahiensis Schltr.,Orchidaceae,Habenaria,Habenaria bahiensis,Lençois,BA,-12.566667,-41.383333
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Lençois,BA,-12.45,-41.416667
Habenaria meeana Toscano,Orchidaceae,Habenaria,Habenaria meeana,Lençois,BA,-12.566667,-41.383333
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.25,-41.3
Paradisanthus bahiensis Rchb.f.,Orchidaceae,Paradisanthus,Paradisanthus bahiensis,Lençois,BA,-12.45,-41.45
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.45,-41.433333
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Lençois,BA,-12.569722,-41.4175
Eltroplectris calcarata (Sw.) Garay & H.R.Sweet,Orchidaceae,Eltroplectris,Eltroplectris calcarata,Lençois,BA,-12.566667,-41.383333
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.462222,-41.42
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.45,-41.416667
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.575833,-41.418333
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Lençois,BA,-12.566667,-41.383333
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Lençois,BA,-12.45,-41.45
Cleistes moritzii (Rchb.f.) Garay & Dunst.,Orchidaceae,Cleistes,Cleistes moritzii,Lençois,BA,-12.55,-41.383333
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.45,-41.45
Epidendrum nocturnum Jacq.,Orchidaceae,Epidendrum,Epidendrum nocturnum,Lençois,BA,-12.566667,-41.383333
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.461389,-41.421111
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Lençois,BA,-12.45,-41.416667
Catasetum luridum (Link) Lindl.,Orchidaceae,Catasetum,Catasetum luridum,Lençois,BA,-12.241111,-41.283889
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.56237,-41.404359
Epidendrum ibaguense Kunth,Orchidaceae,Epidendrum,Epidendrum ibaguense,Lençois,BA,-12.60277,-41.44777
Cyrtopodium eugenii Rchb.f. & Warm.,Orchidaceae,Cyrtopodium,Cyrtopodium eugenii,Lençois,BA,-12.593298,-41.439232
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.600633,-41.455142
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.600633,-41.455142
Oeceoclades maculata (Lindl.) Lindl.,Orchidaceae,Eulophia,Eulophia maculata,Lençois,BA,-12.567563,-41.386547
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.462778,-41.428333
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.46667,-41.36667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.47,-41.43
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.47,-41.43
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Lençois,BA,-12.47,-41.43
Cleistes moritzii (Rchb.f.) Garay & Dunst.,Orchidaceae,Cleistes,Cleistes moritzii,Lençois,BA,-12.47,-41.43
Bulbophyllum ipanemense Hoehne,Orchidaceae,Bulbophyllum,Bulbophyllum ipanemense,Lençois,BA,-12.47,-41.43
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.53,-41.33
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.459722,-41.440278
Pleurothallis marginalis Rchb.f.,Orchidaceae,Specklinia,Specklinia marginalis,Lençois,BA,-12.25,-41.3
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Lençois,BA,-12.45,-41.45
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.433333,-41.433333
Habenaria spanophytica J.A.N.Bat. & Bianch.,Orchidaceae,Habenaria,Habenaria spanophytica,Lençois,BA,-12.45,-41.45
Prosthechea aemula (Lindl.) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea aemula,Lençois,BA,-12.374167,-41.371389
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.433333,-41.433333
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.341667,-41.341389
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Lençois,BA,-12.25,-41.3
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Lençois,BA,-12.323333,-41.319167
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Lençois,BA,-12.6,-41.45
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Lençois,BA,-12.45,-41.45
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Lençois,BA,-12.45,-41.45
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Lençois,BA,-12.6,-41.45
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.47,-41.42
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Lençois,BA,-12.47,-41.43
Skeptrostachys congestiflora (Cogn.) Garay,Orchidaceae,Skeptrostachys,Skeptrostachys congestiflora,Lençois,BA,-12.53,-41.33
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.3,-41.3
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Lençois,BA,-12.459722,-41.440278
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.3,-41.3
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.428889,-41.42
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.45,-41.45
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.431111,-41.419167
Encyclia diurna (Jacq.) Schltr.,Orchidaceae,Encyclia,Encyclia diurna,Lençois,BA,-12.563333,-41.389722
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Lençois,BA,-12.563333,-41.389722
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Lençois,BA,-12.466111,-41.434722
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Lençois,BA,-12.47,-41.43
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Lençois,BA,-12.455556,-41.438889
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.459722,-41.440278
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Lençois,BA,-12.459722,-41.440278
Habenaria bahiensis Schltr.,Orchidaceae,Habenaria,Habenaria bahiensis,Lençois,BA,-12.516667,-41.366667
Maxillaria cerifera Barb.Rodr.,Orchidaceae,Maxillaria,Maxillaria notylioglossa,Lençois,BA,-12.566667,-41.383333
Habenaria meeana Toscano,Orchidaceae,Habenaria,Habenaria meeana,Lençois,BA,-12.464444,-41.441389
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.466667,-41.433333
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.55,-41.383333
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.566667,-41.4
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.416667,-41.266667
Paradisanthus bahiensis Rchb.f.,Orchidaceae,Paradisanthus,Paradisanthus bahiensis,Lençois,BA,-12.45,-41.416667
Campylocentrum crassirhizum Hoehne,Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,Lençois,BA,-12.225833,-41.256944
Vanilla palmarum (Salzm. ex Lindl.) Lindl.,Orchidaceae,Vanilla,Vanilla palmarum,Lençois,BA,-12.225833,-41.256944
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Lençois,BA,-12.566667,-41.383333
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.462222,-41.42
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Lençois,BA,-12.456389,-41.422222
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Lençois,BA,-12.566667,-41.383333
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.45,-41.433333
Cleistes metallina (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes speciosa,Lençois,BA,-12.566667,-41.383333
Cleistes paranaensis (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes paranaensis,Lençois,BA,-12.45,-41.45
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.45,-41.416667
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.25,-41.3
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Lençois,BA,-12.516667,-41.366667
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.450556,-41.450833
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.566667,-41.383333
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.45,-41.416667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.36,-41.271667
Bulbophyllum geraense Rchb.f.,Orchidaceae,Bulbophyllum,Bulbophyllum geraense,Lençois,BA,-12.46667,-41.43333
Odontorrhynchus ghillanyi Pabst,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Lençois,BA,-12.46667,-41.43333
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.600278,-41.454722
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.45,-41.416667
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.566667,-41.383333
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.463611,-41.418611
Pleurothallis ochreata Lindl.,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.466667,-41.416667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.25,-41.3
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.461389,-41.421667
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.346389,-41.339167
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.57111,-41.40528
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.552049,-41.379609
Bulbophyllum exaltatum Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum exaltatum,Lençois,BA,-12.558031,-41.375564
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Lençois,BA,-12.554665,-41.395545
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Lençois,BA,-12.46617,-41.43483
Encyclia diurna (Jacq.) Schltr.,Orchidaceae,Encyclia,Encyclia diurna,Lençois,BA,-12.5669562,-41.3897406
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Lençois,BA,-12.5669562,-41.3897406
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.395556,-41.385
Prosthechea aemula (Lindl.) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea aemula,Lençois,BA,-12.424167,-41.371389
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.464444,-41.400278
Pleurothallis ochreata Lindl.,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.46666,-41.41666
Pleurothallis hamosa Barb.Rodr.,Orchidaceae,Acianthera,Acianthera prolifera,Lençois,BA,-12.56666,-41.38333
Pleurothallis ochreata Lindl.,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.46666,-41.43333
Oeceoclades maculata (Lindl.) Lindl.,Orchidaceae,Eulophia,Eulophia maculata,Lençois,BA,-12.300278,-41.311111
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.430278,-41.418611
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.447222,-41.446667
Polystachya concreta (Jacq.) Garay & H.R.Sweet,Orchidaceae,Polystachya,Polystachya concreta,Lençois,BA,-12.433333,-41.433333
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.443056,-41.440278
Paradisanthus bahiensis Rchb.f.,Orchidaceae,Paradisanthus,Paradisanthus bahiensis,Lençois,BA,-12.430556,-41.420556
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.291944,-41.2875
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.443056,-41.440278
Paradisanthus bahiensis Rchb.f.,Orchidaceae,Paradisanthus,Paradisanthus bahiensis,Lençois,BA,-12.419444,-41.420833
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.443056,-41.440278
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.416667,-41.416667
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Lençois,BA,-12.443056,-41.440278
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.431667,-41.421389
Sobralia cardosoi Campacci & J.B.F.Silva,Orchidaceae,Sobralia,Sobralia cardosoi,Lençois,BA,-12.416667,-41.416667
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Lençois,BA,-12.333333,-41.333333
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.333333,-41.333333
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.429444,-41.428333
Oeceoclades maculata (Lindl.) Lindl.,Orchidaceae,Eulophia,Eulophia maculata,Lençois,BA,-12.316111,-41.31
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.383333,-41.383333
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.383333,-41.383333
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Lençois,BA,-12.383333,-41.383333
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.383333,-41.383333
Thelyschista ghillanyi (Pabst) Garay,Orchidaceae,Thelyschista,Thelyschista ghillanyi,Lençois,BA,-12.383333,-41.383333
Polystachya estrellensis Rchb.f.,Orchidaceae,Polystachya,Polystachya foliosa,Lençois,BA,-12.433333,-41.433333
Sobralia sessilis Lindl.,Orchidaceae,Sobralia,Sobralia sessilis,Lençois,BA,-12.3,-41.3
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.415,-41.405833
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Lençois,BA,-12.427778,-41.432222
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.333333,-41.333333
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Lençois,BA,-12.399722,-41.385
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.431111,-41.419167
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.431111,-41.419167
Cleistes metallina (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes speciosa,Lençois,BA,-12.383333,-41.383333
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.385833,-41.391667
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Lençois,BA,-12.39,-41.3925
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.39,-41.3925
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.315833,-41.311111
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.497222,-41.485
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.341111,-41.341944
Cleistes moritzii (Rchb.f.) Garay & Dunst.,Orchidaceae,Cleistes,Cleistes moritzii,Lençois,BA,-12.4225,-41.426944
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.4225,-41.426944
Sarcoglottis curvisepala Szlach. & Rutk.,Orchidaceae,Sarcoglottis,Sarcoglottis curvisepala,Lençois,BA,-12.383333,-41.383333
Prosthechea moojenii (Pabst) W.E.Higgins,Orchidaceae,Prosthechea,Prosthechea moojenii,Lençois,BA,-12.3325,-41.318889
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.428333,-41.423056
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.428333,-41.423056
Cyrtopodium blanchetii Rchb.f.,Orchidaceae,Cyrtopodium,Cyrtopodium blanchetii,Lençois,BA,-12.433333,-41.433333
Zygopetalum sellowii Rchb.f.,Orchidaceae,Zygopetalum,Zygopetalum sellowii,Lençois,BA,-12.383333,-41.383333
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Lençois,BA,-12.383333,-41.383333
Rhetinantha notylioglossa (Rchb.f.) M.A.Blanco,Orchidaceae,Maxillaria,Maxillaria notylioglossa,Lençois,BA,-12.383333,-41.383333
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Lençois,BA,-12.450278,-41.454167
Oncidium cebolleta (Jacq.) Sw.,Orchidaceae,Trichocentrum,Trichocentrum cebolleta,Lençois,BA,-12.383333,-41.383333
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Lençois,BA,-12.336667,-41.335
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Lençois,BA,-12.383333,-41.383333
Epidendrum carpophorum Barb.Rodr.,Orchidaceae,Epidendrum,Epidendrum carpophorum,Lençois,BA,-12.383333,-41.383333
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Lençois,BA,-12.383333,-41.383333
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Lençois,BA,-12.383333,-41.383333
Eltroplectris calcarata (Sw.) Garay & H.R.Sweet,Orchidaceae,Eltroplectris,Eltroplectris calcarata,Lençois,BA,-12.349722,-41.349444
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.433333,-41.433333
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.316667,-41.316667
Encyclia oncidioides (Lindl.) Schltr.,Orchidaceae,Encyclia,Encyclia oncidioides,Lençois,BA,-12.323333,-41.319167
Encyclia oncidioides (Lindl.) Schltr.,Orchidaceae,Encyclia,Encyclia oncidioides,Lençois,BA,-12.341667,-41.341667
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Lençois,BA,-12.423889,-41.416944
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.341667,-41.341667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Lençois,BA,-12.341667,-41.341667
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.341667,-41.341389
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Lençois,BA,-12.433333,-41.433333
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Lençois,BA,-12.416667,-41.416667
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Lençois,BA,-12.45,-41.45
