scientificName,family,genus,species,NM_MUN,SIGLA_UF,Latitude,Longitude
Gomesa warmingii (Rchb.f.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa warmingii,Palmeiras,BA,-12.595942,-41.497479
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.45938,-41.471929
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.459264,-41.471796
Cyrtopodium eugenii Rchb.f. & Warm.,Orchidaceae,Cyrtopodium,Cyrtopodium eugenii,Palmeiras,BA,-12.569519,-41.502026
Epistephium sclerophyllum Lindl.,Orchidaceae,Epistephium,Epistephium sclerophyllum,Palmeiras,BA,-12.475,-41.470556
Cleistes paranaensis (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes paranaensis,Palmeiras,BA,-12.475,-41.470556
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.473611,-41.470556
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.455664,-41.473068
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.45917,-41.471803
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.454495,-41.478553
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.4575,-41.473056
Sarcoglottis curvisepala Szlach. & Rutk.,Orchidaceae,Sarcoglottis,Sarcoglottis curvisepala,Palmeiras,BA,-12.46,-41.45
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.45,-41.47
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.45,-41.47
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.456944,-41.477778
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Palmeiras,BA,-12.456667,-41.452778
Epidendrum martianum Lindl.,Orchidaceae,Epidendrum,Epidendrum martianum,Palmeiras,BA,-12.458889,-41.475556
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Palmeiras,BA,-12.458611,-41.471389
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.456667,-41.452778
Gomesa warmingii (Rchb.f.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa warmingii,Palmeiras,BA,-12.514167,-41.509167
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Palmeiras,BA,-12.475278,-41.469722
Trichocentrum cepula (Hoffmanns.) J.M.H.Shaw,Orchidaceae,Trichocentrum,Trichocentrum cepula,Palmeiras,BA,-12.542778,-41.533611
Bulbophyllum mentosum Barb.Rodr.,Orchidaceae,Bulbophyllum,Bulbophyllum mentosum,Palmeiras,BA,-12.55,-41.55
Liparis vexillifera (Lex.) Cogn.,Orchidaceae,Liparis,Liparis vexillifera,Palmeiras,BA,-12.45,-41.47
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Palmeiras,BA,-12.45,-41.47
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Palmeiras,BA,-12.6,-41.48
Cleistes grandiflora (Aubl.) Schltr.,Orchidaceae,Cleistes,Cleistes grandiflora,Palmeiras,BA,-12.45,-41.47
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Palmeiras,BA,-12.633333,-41.633333
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.456667,-41.452778
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Palmeiras,BA,-12.5,-41.5
"Epidendrum orchidiflorum Salzm., 1831",Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.529167,-41.558889
Habenaria elegantula Hoehne,Orchidaceae,Habenaria,Habenaria armata,Palmeiras,BA,-12.529167,-41.558889
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.529167,-41.558889
Cyrtopodium edmundoi Pabst,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Palmeiras,BA,-12.466667,-41.45
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.466667,-41.45
Sarcoglottis curvisepala Szlach. & Rutk.,Orchidaceae,Sarcoglottis,Sarcoglottis curvisepala,Palmeiras,BA,-12.458611,-41.471389
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.45,-41.466667
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.516667,-41.55
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.455556,-41.472222
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Palmeiras,BA,-12.455556,-41.470833
Maxillaria cerifera Barb.Rodr.,Orchidaceae,Maxillaria,Maxillaria notylioglossa,Palmeiras,BA,-12.466667,-41.45
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.516667,-41.55
Sobralia liliastrum Lindl.,Orchidaceae,Sobralia,Sobralia liliastrum,Palmeiras,BA,-12.516667,-41.55
Epistephium williamsii Hook.f.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.466667,-41.45
Anathallis sclerophylla (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,Stelis sclerophylla,Palmeiras,BA,-12.516667,-41.55
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.466667,-41.45
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.516667,-41.55
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.458611,-41.471389
Cyrtopodium holstii L.C.Menezes,Orchidaceae,Cyrtopodium,Cyrtopodium holstii,Palmeiras,BA,-12.456667,-41.452778
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Palmeiras,BA,-12.466944,-41.454167
Cyrtopodium brandonianum Barb.Rodr.,Orchidaceae,Cyrtopodium,Cyrtopodium brandonianum,Palmeiras,BA,-12.45,-41.466667
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Palmeiras,BA,-12.457778,-41.471111
Epidendrum martianum Lindl.,Orchidaceae,Epidendrum,Epidendrum martianum,Palmeiras,BA,-12.45,-41.466667
Encyclia moojenii (Pabst) Pabst,Orchidaceae,Prosthechea,Prosthechea moojenii,Palmeiras,BA,-12.6,-41.48333
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Palmeiras,BA,-12.45,-41.46667
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.459528,-41.471417
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.459528,-41.471417
Anathallis rubens (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,Stelis montserratii,Palmeiras,BA,-12.456389,-41.471111
Epidendrum carpophorum Barb.Rodr.,Orchidaceae,Epidendrum,Epidendrum carpophorum,Palmeiras,BA,-12.47056,-41.44639
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.6,-41.5
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.426993,-41.469141
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Palmeiras,BA,-12.505017,-41.577784
Epidendrum denticulatum Barb.Rodr.,Orchidaceae,Epidendrum,Epidendrum denticulatum,Palmeiras,BA,-12.4578,-41.4714
Encyclia moojenii (Pabst) Pabst,Orchidaceae,Prosthechea,Prosthechea moojenii,Palmeiras,BA,-12.6,-41.48
Habenaria elegantula Hoehne,Orchidaceae,Habenaria,Habenaria armata,Palmeiras,BA,-12.5328554,-41.5589516
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.5328554,-41.5589516
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.5328554,-41.5589516
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Palmeiras,BA,-12.602972,-41.476722
Habenaria pubidactyla var. pubidactyla,Orchidaceae,Habenaria,Habenaria pubidactyla,Palmeiras,BA,-12.602972,-41.476722
Habenaria armata Rchb.f.,Orchidaceae,Habenaria,Habenaria armata,Palmeiras,BA,-12.6065,-41.480389
Gomesa blanchetii (Rchb.f.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa blanchetii,Palmeiras,BA,-12.606806,-41.481667
Habenaria armata Rchb.f.,Orchidaceae,Habenaria,Habenaria armata,Palmeiras,BA,-12.604556,-41.479194
Acianthera prolifera (Herb. ex Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.60375,-41.465889
Epidendrum cinnabarinum Salzm.,Orchidaceae,Epidendrum,Epidendrum cinnabarinum,Palmeiras,BA,-12.574722,-41.573889
Epidendrum carpophorum Barb.Rodr.,Orchidaceae,Epidendrum,Epidendrum carpophorum,Palmeiras,BA,-12.470556,-41.446389
Elleanthus linifolius C.Presl,Orchidaceae,Elleanthus,Elleanthus linifolius,Palmeiras,BA,-12.461667,-41.451111
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Palmeiras,BA,-12.45,-41.46666
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.471389,-41.477778
Cyrtopodium eugenii Rchb.f. & Warm.,Orchidaceae,Cyrtopodium,Cyrtopodium eugenii,Palmeiras,BA,-12.510278,-41.513333
Cyrtopodium parviflorum Lindl.,Orchidaceae,Cyrtopodium,Cyrtopodium parviflorum,Palmeiras,BA,-12.501111,-41.510833
Cleistes moritzii (Rchb.f.) Garay & Dunst.,Orchidaceae,Cleistes,Cleistes moritzii,Palmeiras,BA,-12.476111,-41.4825
Epidendrum saxatile Lindl.,Orchidaceae,Epidendrum,Epidendrum saxatile,Palmeiras,BA,-12.476111,-41.4825
Epidendrum saxatile Lindl.,Orchidaceae,Epidendrum,Epidendrum saxatile,Palmeiras,BA,-12.516667,-41.516667
Zygopetalum sellowii Rchb.f.,Orchidaceae,Zygopetalum,Zygopetalum sellowii,Palmeiras,BA,-12.516667,-41.516667
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.472222,-41.470833
Epidendrum martianum Lindl.,Orchidaceae,Epidendrum,Epidendrum martianum,Palmeiras,BA,-12.475556,-41.475556
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.475278,-41.471389
Maxillaria notylioglossa Rchb.f.,Orchidaceae,Maxillaria,Maxillaria notylioglossa,Palmeiras,BA,-12.456667,-41.452778
Octomeria alexandri Schltr.,Orchidaceae,Octomeria,Octomeria alexandri,Palmeiras,BA,-12.456667,-41.452778
Campylocentrum crassirhizum Hoehne,Orchidaceae,Campylocentrum,Campylocentrum crassirhizum,Palmeiras,BA,-12.471389,-41.468056
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.475278,-41.471389
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.473333,-41.469444
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.472222,-41.470833
Habenaria hamata Barb.Rodr.,Orchidaceae,Habenaria,Habenaria hamata,Palmeiras,BA,-12.466667,-41.472222
Pelexia cuculligera (Rchb.f. & Warm.) Schltr.,Orchidaceae,Pelexia,Pelexia cuculligera,Palmeiras,BA,-12.466667,-41.466667
Cyrtopodium flavum (Nees) Link & Otto ex Rchb.,Orchidaceae,Cyrtopodium,Cyrtopodium flavum,Palmeiras,BA,-12.456667,-41.452778
Cyrtopodium aliciae L.Linden & Rolfe,Orchidaceae,Cyrtopodium,Cyrtopodium aliciae,Palmeiras,BA,-12.475278,-41.471389
Pleurothallis hamosa Barb.Rodr.,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.466667,-41.466667
Veyretia sincorensis (Schltr.) Szlach.,Orchidaceae,Veyretia,Veyretia sincorensis,Palmeiras,BA,-12.456667,-41.452778
Pleurothallis hamosa Barb.Rodr.,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.472222,-41.470833
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Palmeiras,BA,-12.472222,-41.470833
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Palmeiras,BA,-12.456667,-41.452778
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.5025,-41.503056
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.479722,-41.482778
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Palmeiras,BA,-12.514444,-41.503333
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.484722,-41.488889
Cleistes exilis Hoehne,Orchidaceae,Cleistes,Cleistes exilis,Palmeiras,BA,-12.516111,-41.503333
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Palmeiras,BA,-12.515,-41.508056
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.486944,-41.496111
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Palmeiras,BA,-12.505278,-41.504444
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.486944,-41.496111
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.512778,-41.505556
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.512222,-41.505
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Palmeiras,BA,-12.512222,-41.505
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.486667,-41.485278
Oncidium blanchetii Rchb.f.,Orchidaceae,Gomesa,Gomesa blanchetii,Palmeiras,BA,-12.506111,-41.511389
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.506111,-41.511389
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.506111,-41.511389
Epidendrum lucidum Schltr.,Orchidaceae,Epidendrum,Epidendrum fruticosum,Palmeiras,BA,-12.506111,-41.511389
Bulbophyllum plumosum (Barb.Rodr.) Cogn.,Orchidaceae,Bulbophyllum,Bulbophyllum plumosum,Palmeiras,BA,-12.506111,-41.511389
Cattleya sincorana (Schltr.) Van den Berg,Orchidaceae,Cattleya,Cattleya sincorana,Palmeiras,BA,-12.506111,-41.511389
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Palmeiras,BA,-12.506111,-41.511389
Bifrenaria tyrianthina (Lodd. ex Loudon) Rchb.f.,Orchidaceae,Bifrenaria,Bifrenaria tyrianthina,Palmeiras,BA,-12.506111,-41.511389
Polystachya estrellensis Rchb.f.,Orchidaceae,Polystachya,Polystachya foliosa,Palmeiras,BA,-12.506111,-41.511389
Epidendrum warrasii Pabst,Orchidaceae,Epidendrum,Epidendrum warrasii,Palmeiras,BA,-12.616111,-41.603056
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.616111,-41.603056
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Palmeiras,BA,-12.615833,-41.603333
Habenaria spanophytica J.A.N.Bat. & Bianch.,Orchidaceae,Habenaria,Habenaria spanophytica,Palmeiras,BA,-12.454444,-41.4625
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.473611,-41.477778
Bulbophyllum napellii Lindl.,Orchidaceae,Bulbophyllum,Bulbophyllum napellii,Palmeiras,BA,-12.470833,-41.475
Habenaria rodeiensis Barb.Rodr.,Orchidaceae,Habenaria,Habenaria rodeiensis,Palmeiras,BA,-12.5,-41.5
Cleistes paranaensis (Barb.Rodr.) Schltr.,Orchidaceae,Cleistes,Cleistes paranaensis,Palmeiras,BA,-12.5,-41.5
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Palmeiras,BA,-12.579167,-41.568333
Pelexia viridis (Cogn.) Schltr.,Orchidaceae,Pelexia,Pelexia viridis,Palmeiras,BA,-12.508333,-41.508333
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Palmeiras,BA,-12.508333,-41.508333
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.504167,-41.5075
Epidendrum cinnabarinum Salzm.,Orchidaceae,Epidendrum,Epidendrum cinnabarinum,Palmeiras,BA,-12.575,-41.575556
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.463889,-41.457778
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.504722,-41.5075
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.513611,-41.504167
Cattleya sincorana (Schltr.) Van den Berg,Orchidaceae,Cattleya,Cattleya sincorana,Palmeiras,BA,-12.466667,-41.466667
Sacoila lanceolata (Aubl.) Garay,Orchidaceae,Sacoila,Sacoila lanceolata,Palmeiras,BA,-12.5,-41.5
Gomesa ramosa (Lindl.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa ramosa,Palmeiras,BA,-12.575833,-41.575556
Habenaria pseudohamata Toscano,Orchidaceae,Habenaria,Habenaria pseudohamata,Palmeiras,BA,-12.516667,-41.516667
Epidendrum dendrobioides Thunb.,Orchidaceae,Epidendrum,Epidendrum dendrobioides,Palmeiras,BA,-12.516667,-41.516667
Sophronitis pfisteri (Pabst & Senghas) Van den Berg & M.W.Chase,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.516667,-41.516667
Pelexia viridis (Cogn.) Schltr.,Orchidaceae,Pelexia,Pelexia viridis,Palmeiras,BA,-12.516667,-41.516667
Epidendrum martianum Lindl.,Orchidaceae,Epidendrum,Epidendrum martianum,Palmeiras,BA,-12.515556,-41.505
Zygopetalum maculatum (Kunth) Garay,Orchidaceae,Zygopetalum,Zygopetalum maculatum,Palmeiras,BA,-12.514167,-41.509167
Cleistes moritzii (Rchb.f.) Garay & Dunst.,Orchidaceae,Cleistes,Cleistes moritzii,Palmeiras,BA,-12.514167,-41.509167
Habenaria itatiayae Schltr.,Orchidaceae,Habenaria,Habenaria itatiayae,Palmeiras,BA,-12.514167,-41.509167
Habenaria pubidactyla J.A.N.Bat. & Bianch.,Orchidaceae,Habenaria,Habenaria pubidactyla,Palmeiras,BA,-12.514167,-41.509167
Epidendrum campaccii HÇ­gsater & L.SÇ­nchez,Orchidaceae,Epidendrum,Epidendrum pseudodifforme,Palmeiras,BA,-12.5,-41.5
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.574722,-41.574444
Gomesa warmingii (Rchb.f.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa warmingii,Palmeiras,BA,-12.5,-41.5
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.469444,-41.481389
Bulbophyllum micropetaliforme Leite,Orchidaceae,Bulbophyllum,Bulbophyllum micropetaliforme,Palmeiras,BA,-12.469444,-41.481389
Encyclia patens Hook.,Orchidaceae,Encyclia,Encyclia patens,Palmeiras,BA,-12.5025,-41.508056
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.469444,-41.481111
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Palmeiras,BA,-12.469444,-41.481111
Cattleya sincorana (Schltr.) Van den Berg,Orchidaceae,Cattleya,Cattleya sincorana,Palmeiras,BA,-12.469444,-41.481111
Bifrenaria tyrianthina (Lodd. ex Loudon) Rchb.f.,Orchidaceae,Bifrenaria,Bifrenaria tyrianthina,Palmeiras,BA,-12.5,-41.5
Cattleya sincorana (Schltr.) Van den Berg,Orchidaceae,Cattleya,Cattleya sincorana,Palmeiras,BA,-12.5,-41.5
Cattleya pfisteri (Pabst & Senghas) Van den Berg,Orchidaceae,Cattleya,Cattleya pfisteri,Palmeiras,BA,-12.5,-41.5
Epidendrum saxatile Lindl.,Orchidaceae,Epidendrum,Epidendrum saxatile,Palmeiras,BA,-12.5,-41.5
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.5,-41.5
Anathallis sclerophylla (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Stelis,Stelis sclerophylla,Palmeiras,BA,-12.466667,-41.466667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.466667,-41.466667
Cyrtopodium pallidum Rchb.f. & Warm.,Orchidaceae,Cyrtopodium,Cyrtopodium pallidum,Palmeiras,BA,-12.466667,-41.466667
Habenaria fluminensis Hoehne,Orchidaceae,Habenaria,Habenaria fluminensis,Palmeiras,BA,-12.466667,-41.466667
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Palmeiras,BA,-12.466667,-41.466667
Stelis aprica Lindl.,Orchidaceae,Stelis,Stelis aprica,Palmeiras,BA,-12.483333,-41.483333
Gomesa sincorana (Campacci & Cath.) M.W.Chase & N.H.Williams,Orchidaceae,Gomesa,Gomesa sincorana,Palmeiras,BA,-12.483333,-41.483333
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.483333,-41.483333
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.566667,-41.566667
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.466667,-41.466667
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.466944,-41.454167
Sarcoglottis curvisepala Szlach. & Rutk.,Orchidaceae,Sarcoglottis,Sarcoglottis curvisepala,Palmeiras,BA,-12.456667,-41.45
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.456389,-41.471111
Epistephium lucidum Cogn.,Orchidaceae,Epistephium,Epistephium williamsii,Palmeiras,BA,-12.455556,-41.470833
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.458611,-41.471389
Epidendrum orchidiflorum Salzm. ex Lindl.,Orchidaceae,Epidendrum,Epidendrum orchidiflorum,Palmeiras,BA,-12.458611,-41.471389
Cattleya elongata Barb.Rodr.,Orchidaceae,Cattleya,Cattleya elongata,Palmeiras,BA,-12.691111,-41.471389
Acianthera hamosa (Barb.Rodr.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera prolifera,Palmeiras,BA,-12.455556,-41.470833
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Palmeiras,BA,-12.463889,-41.446667
Sarcoglottis curvisepala Szlach. & Rutk.,Orchidaceae,Sarcoglottis,Sarcoglottis curvisepala,Palmeiras,BA,-12.45,-41.466667
Habenaria warmingii Rchb.f. & Warm.,Orchidaceae,Habenaria,Habenaria warmingii,Palmeiras,BA,-12.6,-41.483333
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Palmeiras,BA,-12.6,-41.483333
Habenaria repens Nutt.,Orchidaceae,Habenaria,Habenaria repens,Palmeiras,BA,-12.45,-41.466667
Habenaria crucifera Rchb.f. & Warm.,Orchidaceae,Habenaria,Habenaria crucifera,Palmeiras,BA,-12.456944,-41.466111
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.460278,-41.477778
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.457778,-41.471389
Acianthera ochreata (Lindl.) Pridgeon & M.W.Chase,Orchidaceae,Acianthera,Acianthera ochreata,Palmeiras,BA,-12.457778,-41.471389
Encyclia alboxanthina Fowlie,Orchidaceae,Encyclia,Encyclia alboxanthina,Palmeiras,BA,-12.6875,-41.549722
Epidendrum secundum Jacq.,Orchidaceae,Epidendrum,Epidendrum secundum,Palmeiras,BA,-12.550556,-41.521111
Habenaria ciliatisepala J.A.N.Bat. & Bianch.,Orchidaceae,Habenaria,Habenaria ciliatisepala,Palmeiras,BA,-12.549167,-41.486944
Bulbophyllum mentosum Barb.Rodr.,Orchidaceae,Bulbophyllum,Bulbophyllum mentosum,Piata,BA,-13.05,-41.883334
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Piata,BA,-13.150278,-41.760833
Cattleya luetzelburgii Van den Berg,Orchidaceae,Cattleya,Cattleya luetzelburgii,Piata,BA,-13.121389,-41.773611
Skeptrostachys congestiflora (Cogn.) Garay,Orchidaceae,Skeptrostachys,Skeptrostachys congestiflora,Piata,BA,-13.1,-41.916667
Zygopetalum sellowii Rchb.f.,Orchidaceae,Zygopetalum,Zygopetalum sellowii,Piata,BA,-13.25,-41.75
